date,report
10/20/2015,"I-10, East Bound, Iberville Parish, S.P. H.010318"
10/20/2015,"US 190, East and West Baton Rouge, S.P. H.011228"
10/20/2015,LA 1138-2 (PRIEN LAKE ROAD) LANE CLOSURE BETWEEN NELSON ROAD AND LAKE STREET –CALCASIEU PARISH
10/20/2015,"US 190, East and West Baton Rouge, S.P. H.011736"
10/20/2015,I-12 (Northshore/Airport Road - US 11) St. Tammany Parish
10/20/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge) St. Tammany Parish
10/20/2015,"I-10, Clearview Pkwy – Causeway Blvd., Jefferson Parish, H.010990"
10/19/2015,Iberia Parish – La. 87 (Lewis Street Bridge) - road closure
10/19/2015,"Cancellation:  LA 15, Ouachita Parish, Road Closure"
10/19/2015," I-10 West Bound,  Jefferson Parish - H.003074.5"
10/19/2015,"Work is completed. Road Closure at the KCS Railroad Crossing at the intersection of LA 72 (Barksdale Blvd) in Bossier City, Bossier Parish"
10/19/2015,Harvey Tunnel on US 90B - Jefferson Parish
10/16/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge) St. Tammany Parish
10/16/2015,"I 10, LA 641, LA 3188, US 51 and US 61, St. James and St. John Parishes, H.011176"
10/16/2015,"LA 636-3 from the Jct of LA 628 to LA 44, St John the Baptist Parish, SPN: H.008318"
10/16/2015,"LA 22 Eastbound to I-55 Northbound Ramp Closure, Tangipahoa Parish, State Project H.009598"
10/16/2015,"US90B, Jefferson Parish, H.009933"
10/16/2015,"US90B, Jefferson Parish, H.009933"
10/16/2015,"UPDATE: I-10, East Bound, Iberville Parish, S.P. H.010318"
10/16/2015,"I-10, St. Charles & St. John Parishes, H.009326"
10/16/2015,"I-10, East and West Bound, Iberville Parish, S.P. H.010318"
10/16/2015,"US 190, East and West Baton Rouge, S.P. H.011736"
10/16/2015,"US 190, East and West Baton Rouge, S.P. H.011228"
10/16/2015,"H.009649, LA 67: US 61/190 - LA 3006, East Baton Rouge Parish"
10/16/2015,"H.011757.6, I-10 Service Road, (Constitution/ Bunker Hill): Curve, East Baton Rouge Parish"
10/16/2015,LA 73 (Government St.) East Baton Rouge Parish
10/16/2015,"H.000343.6, US 190 Old Mississippi River Bridge, East and West Baton Rouge Parish"
10/16/2015,LA 3139 (Earhart Boulevard) - Jefferson Parish
10/15/2015,**UPDATE** US 167; Rapides Parish; Project #H.010280; Control Section 023-01
10/15/2015,**ATTENTION** US 167; Rapides Parish; Project # H.010280; Control Section 023-01
10/15/2015,US 167; Grant Parish; Milepost 147.79; Bridge #023-03-1437-1; Control Section 023-03
10/15/2015,**UPDATE** US 167; Grant Parish; Milepost 147.79; Bridge #023-03-1437-1; Control Section 023-03
10/15/2015,LA 1138-2 (PRIEN LAKE ROAD) LANE CLOSURE BETWEEN NELSON ROAD AND LAKE STREET –CALCASIEU PARISH
10/15/2015,"LA 485; I-49; LA 174; Natchitoches Parish; Project #H.010491; Control Sections 455-06, 115-02 & 112-06"
10/15/2015,LA 115; Avoyelles Parish; Milepost 26.64; Bridge #033-01-0791-1; Control Section 033-01
10/15/2015,Ramp Closure:  US 61 North Bound access ramp to I-10 WB - Ascension Parish
10/15/2015,"La 2 east, westbound over Red River/Miller's Bluff (Bossier & Caddo Parishes)"
10/15/2015,"LA 81, Pointe Coupee Parish, Road closure"
10/15/2015,"US 90-Z Entrance Ramp, Orleans Parish, H.010189"
10/15/2015,"US 90-Z Entrance Ramps, Orleans Parish, H.010189"
10/15/2015,"US 90, St. Charles Parish, S.P. H.011312"
10/15/2015,"I-10, St. Charles Parish, H.009326"
10/15/2015,"H.002290.6, LA 64 Widening, LA 19 - Mchugh Rd, East Baton Rouge Parish"
10/15/2015,St. Landry Parish - Interstate 49 - lane closure
10/15/2015,Terrebonne Parish- La 3040- Houma Tunnel
10/15/2015,CANCELLED: I-10 EASTBOUND AT MP 45 (US 165) LEFT LANE CLOSURE - JEFF DAVIS PARISH
10/15/2015,"I-10, WB - St. Charles Parish, H.009326"
10/14/2015,"I-12, Livingston Parish, Lane Closure, S.P. H.009836"
10/14/2015,Senator Ted Hickey Bridge - Orleans Parish
10/14/2015,"US 90, Jefferson Parish"
10/14/2015,"LA 506 West, Caldwell Parish"
10/14/2015,I-10 EASTBOUND AT MP 45 (US 165) RIGHT LANE CLOSURE - CALCASIEU PARISH
10/14/2015,"LA 18, St. John the Baptist Parish"
10/14/2015," I-10, between Clearview & Veterans, Jefferson Parish, H.003074.5"
10/14/2015,US 71; LA 3170 (LSUA Cut-Off Road) Turnlanes; Rapides Parish; Project #H.011154; Control Section 008-09 and 840-35
10/14/2015,LA 501; Winn Parish; Cross Drain Replacment; Milepost 9.4; Control Section 093-01
10/14/2015,"I-10, Orleans Parish, Project# H.011712"
10/13/2015,I-10 Westbound Center and Right Lanes and Ramp Closures – Calcasieu Parish
10/13/2015,"I-10  Atchafalaya Basin, Iberville parish"
10/13/2015,"H.000698.6, US 61 Baker Canal Bridge, LA 964 Ramp to US 61 SB, East Baton Rouge Parish"
10/13/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge) St. Tammany Parish
10/13/2015," This road is open. LA 534, Bridge over Buck Creek in Claiborne Parish."
10/13/2015,"I-10 & I-310, Jefferson & St. Charles Parishes, Lane & Ramp Closures, H.009326"
10/13/2015,I-10 WESTBOUND RIGHT LANE MP 45 (US 165) CLOSURE – JEFFERSON DAVIS PARISH
10/13/2015,"Update: LA 133, Caldwell Parish"
10/13/2015,"I-610, Orleans Parish, H.009326"
10/13/2015,"REVISED: I-10 Clearview to Causeway, Jefferson Parish, H.010990"
10/12/2015,"I-10 CLEARVIEW PKWY - CAUSEWAY BLVD, H.010990, Jefferson Parish"
10/12/2015,I-10 West and Eastbound to and from I-310 North and South Bound - St. Charles Parish
10/12/2015,"LA 585, West Carroll Parish"
10/12/2015,St. Landry Parish - La. 749 - road closure
10/12/2015,"I-10 Eastbound , Jefferson Parish"
10/12/2015,LA 73 (Government St.) East Baton Rouge Parish
10/12/2015,US 84; Winn Parish; Bridge #022-02-0000-1; Milepost 74.03; Control Section 022-02
10/12/2015,US 84; Winn Parish; Bridge #022-03-0159-1; Milepost 74.03; Control Section 022-02
10/12/2015,Lafayette Parish - U.S. 90 - lane closure
10/12/2015,Lafayette Parish - University Avenue - lane closure
10/12/2015," I-10, St. Charles Parish, H.009326"
10/12/2015,"I-10 Clearview Pkwy to Causeway Blvd, Jefferson Parish, H.010990"
10/9/2015,UPDATE:  I-55 NB AND SB LANE CLOSURES (REVISED)
10/9/2015,"Emergency Lane Closure- LA 426 (Old Hammond Hwy.), East Baton Rouge Parish"
10/9/2015,I-55 Exit Ramp to LA 22 - Tangipahoa Parish
10/9/2015,"I-10, West Baton Rouge, H.011955"
10/9/2015,"I-10, East and West Bound, Iberville, H.010318"
10/9/2015,"LA 411, Pointe Coupee Parish, S.P. H.010435"
10/9/2015,"LA 413, Pointe Coupee Parish and West Baton Rouge Parishes, S.P. H.010435"
10/9/2015,"US 190, East and West Baton Rouge, S.P. H.011228"
10/9/2015,"I-10, St. Charles Parish, Lane Closures, H.009326:"
10/9/2015,"I-10 & I-610, Jefferson & Orleans Parishes, Lane Closures & Shifts, H.009326"
10/9/2015,Emergency Update: LA 426 (Old Hammond Hwy) East Baton Rouge Parish
10/9/2015,LA 67 (S. 22nd St.) East Baton Rouge Parish
10/9/2015,H.011668 - LA 3064 (Essen Lane) - East Baton Rouge Parish
10/9/2015,"US 90 Eastbound and Westbound, St. Charles Parish, S.P. H.011312"
10/9/2015,I-10 West and Eastbound to and from I-310 North and South Bound - St. Charles Parish
10/8/2015,DOTD announces intermittent lane closures on the I-10 Atchafalaya Basin Bridge for sweeping operation
10/8/2015,Evangeline Parish - La. 104 - intermittent lane closure
10/8/2015,"Belle Chasse Tunnel on LA 23, Plaquemines Parish"
10/8/2015,St. Mary Parish - La. 70 - lane closure
10/8/2015,I-55 Tangipahoa Parish Northbound & Southbound Lane Closures
10/8/2015,LA 109 Lane Closures from US 90 (Toomey) to North Charlie Stanley Loop (Starks) - Calcasieu Parish
10/8/2015,"H.000343.6, US 190 Old Mississippi River Bridge, East and West Baton Rouge Parish"
10/8/2015,"H.011757.6, I-10 Service Road, (Constitution/ Bunker Hill): Curve, East Baton Rouge Parish"
10/8/2015,"H.002290.6, LA 64 Widening, LA 19 - Mchugh Rd, East Baton Rouge Parish"
10/8/2015,"H.009649, LA 67: US 61/190 - LA 3006, East Baton Rouge Parish"
10/8/2015,US 61 and I-310 Interchange (St. Charles Parish)
10/7/2015,UPDATE: LA 1138-2 (PRIEN LAKE ROAD) AT HOLLY HILL ROAD TRAFFIC SIGNAL REMOVAL - CALCASIEU PARISH
10/7/2015,"I-10, Clearview Pkwy to Causeway Blvd., Jefferson Parish, H.010990"
10/7/2015,H.006831 - I-10 - East Baton Rouge Parish
10/7/2015,"I-310,  St. Charles Parish, S.P. H.010498"
10/7/2015,"REVISED: US90B, Jefferson Parish, H.009933"
10/6/2015,Hwy 1: Avoyelles Parish; S.P. No. 052-30-0014/H.001263; Control Section #052-30
10/6/2015,Lafourche Parish- La 308- Golden Meadow Bridge
10/6/2015,"I-310, Hale Boggs Bridge - St. Charles Parish"
10/6/2015,I-10 Eastbound Left Lane Closure at Milepost 31 – MP 32.5 - Calcasieu Parish
10/6/2015,CANCELLED; US 171 Southbound Right Lane Closure- Beauregard Parish
10/6/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge) St. Tammany Parish
10/6/2015,LA 67 (N. 22nd St.) East Baton Rouge Parish
10/6/2015,"H.002290.6, LA 64 Widening, LA 19 - Mchugh Rd, East Baton Rouge Parish"
10/6/2015,"I-610, Orleans Parish, Lane Closures, H.009326"
10/6/2015,H.002361 - LA 3064 (Essen Lane) – East Baton Rouge
10/5/2015,Subject Line: La 14 Center Street – Iberia Parish – road closure
10/5/2015,"I-12, Livingston Parish, Lane Closure, S.P. H.009836"
10/5/2015,US 171 Southbound Right Lane Closure- Beauregard Parish
10/5/2015,"I-12, Livingston Parish, Lane Closure, S.P. H.009836 (REVISED)"
10/5/2015,BUS US 61 / 190 (Chippewa)
10/2/2015,I-10 Nighttime Lane and Ramp Closures- Calcasieu Parish
10/2/2015,Intersection improvements Youree Drive at Kings Highway in Shreveport (Caddo Parish)
10/2/2015,"LA 68, East Feliciana Parish"
10/2/2015,"LA 964,East Feliciana Parish"
10/2/2015, I-10 at Veterans - Jefferson Parish
10/2/2015,"LA 506, Caldwell Parish"
10/2/2015,"US 90 Eastbound and Westbound, St. Charles Parish, S.P. H.011312"
10/2/2015,"I-10, St. Charles & St. John Parishes, Lane Closure, H.009326:"
10/2/2015,"I-310, Hale Boggs Bridge - St. Charles Parish"
10/2/2015,"I-10, Orleans Parish, SP H.011150"
10/2/2015,"I-49, LA 485, LA 174 Natchitoches Parish, 1.1 miles south LA 485 to DeSoto P/L, SP No. H.010491"
10/2/2015,US 61 Spillway - St. Charles Parish
10/2/2015,US 90 B at the Claiborne/Superdome Exit Ramp - Orleans Parish
10/1/2015,Lafayette Parish - La. 182 - lane closure
10/1/2015,"H.002290.6, LA 64 Widening, LA 19 - Mchugh Rd, East Baton Rouge Parish"
10/1/2015,"H.011757.6, I-10 Service Road, (Constitution/ Bunker Hill): Curve, East Baton Rouge Parish"
10/1/2015,"H.000343.6, US 190 Old Mississippi River Bridge, East and West Baton Rouge Parish"
10/1/2015,"I-55, From MP 28 (US 51) to MP 23 (Elevated Bridge), Tangipahoa, Lane Closure"
10/1/2015,"H.000698.6, US 61 Baker Canal Bridge, LA 964 Ramp to US 61 SB,  East Baton Rouge Parish"
10/1/2015,"H.000698.6, US 61 Baker Canal Bridge, East Baton Rouge Parish"
10/1/2015,LA 3282 (CENTERVILLE RD) AT THE RAILROAD CROSSING
10/1/2015,"I-10, Clearview Pkwy – Causeway Blvd., Jefferson Parish, H.010990"
10/1/2015,"I-12, Livingston Parish, Lane Closure, S.P. H.009836"
10/1/2015,"US 190, East and West Baton Rouge, S.P. H.011228"
10/1/2015,"LA 411, Pointe Coupee Parish, S.P. H.010435"
10/1/2015,"LA 413, Pointe Coupee and West Baton Rouge Parish, S.P. H.010435"
10/1/2015,"I-10, East and West Bound, Iberville Parish, H.010318"
10/1/2015,H.006831 - I-10 / I-12 / US 190 - East Baton Rouge & West Baton Rouge Parish
10/1/2015,The Des Allemands Bridge - St. Charles Parish
10/1/2015,The off-ramp from I-310 SB to LA 18 - St. Charles Parish
9/30/2015,Road or Lane Status Westbound US 90B (Westbank Expressway) Jefferson Parish
9/30/2015,LA 120; Sabine Parish; 2.82 miles East of US 171; Mile Post 2.82
9/30/2015,"***UPDATE***  LA 1221, Natchitoches Parish, Cross Drain Replacement"
9/30/2015,Terrebonne Parish-Petit Caillou Roller Gate on Hwy 56 in Cocodrie Closures
9/30/2015,US 171 Northbound Right Lane Closure- Beauregard Parish
9/30/2015,UPDATE: I-110 East Baton Rouge Parish
9/30/2015,"I-310 Approach to the Hale Boggs Bridge, St. Charles Parish"
9/29/2015,US 90 Eastbound Closed at Mile Post 27 (PPG Dr./Trousdale Road)- Calcasieu Parish
9/29/2015,US 171 Southbound Right Lane Closure- Beauregard Parish
9/29/2015,LA 3059 LANE CLOSURES BETWEEN US 171 AND PUJOL ROAD –CALCASIEU PARISH
9/29/2015,"I-310 northbound and southbound, St. Charles Parish, S.P. H.010498"
9/29/2015,"I-10 EB Exit Ramp to Carrollton Ave., Orleans Parish, SP H.009579"
9/29/2015,"US 90-Z Entrance Ramps, Orleans Parish, H.010189"
9/28/2015,"LA 838, Ouachita Parish"
9/28/2015,Lapalco Bridge on Lapalco Blvd - Jefferson Parish
9/28/2015,"H.010019.6, LA 73 (Prairieville) Interchange Lighting, Ascension Parish"
9/28/2015,I-10 Eastbound Lane Closure at MP 30- Calcasieu Parish
9/28/2015,H.011668 - LA 3064 (Essen Lane) – East Baton Rouge
9/28/2015,LA 39 - Orleans Parish
9/28/2015,Harvey Tunnel on US 90B - Jefferson Parish
9/28/2015,CANCELED: US 84 east and westbound intermittent lane closures (DeSoto Parish)
9/25/2015,H.002361 - LA 3064 (Essen Lane) – East Baton Rouge
9/25/2015,"H.000343.6, US 190 Old Mississippi River Bridge, East and West Baton Rouge Parish"
9/25/2015,"I-49, Natchitoches Parish, LA 6 Entrance and Exit Ramps, Sp No. H.010486"
9/25/2015,"US 167, Left Turn Lane SB from LA 28, Rapides Parish, SP No. H.010280"
9/25/2015,"US 167, Left Turn Lane SB from LA 28, Rapides Parish, SP No. H.010280"
9/25/2015,"H.011757.6, I-10 Service Road, (Constitution/ Bunker Hill): Curve, East Baton Rouge Parish"
9/25/2015,"H.002290.6, LA 64 Widening, LA 19 - Mchugh Rd, East Baton Rouge Parish"
9/25/2015,H.006831 - I-10 / I-12 / US 190 - East and West Baton Rouge Parish
9/25/2015,"I-12, Livingston Parish, Lane Closure, S.P. H.009836"
9/25/2015,"LA 1032/LA 3003 Intersection, Livingston Parish, Lane Closure, S.P. H.008173"
9/25/2015,"US 90 Eastbound and Westbound, St. Charles Parish, S.P. H.011312"
9/25/2015,"LA 1077/LA 1085 at Northpointe Road, St. Tammany Parish"
9/25/2015,"I-10 Clearview Parkway - Causeway Blvd., Jefferson Parish, S.P. No. H.010990"
9/25/2015,"I-10, St. Charles & St. John Parishes, Lane Closure, H.009326:"
9/25/2015,"LA 133, Caldwell Parish"
9/25/2015,CANCELLED  I-12 (Northshore/Airport Road - US 11) St. Tammany Parish
9/24/2015,"UPDATE: NOW OPEN LA 509, Bridge over Crooked Bayou in Red River Parish"
9/24/2015,"LA 64 (Church St.), East Baton Rouge Parish"
9/24/2015,DOTD announces lane closure on U.S. 190 in St. Landry Parish for road repair
9/24/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge) St. Tammany Parish
9/24/2015,I-110 East Baton Rouge Parish
9/24/2015,"I-12 Eastbbound, Livingston Parish, Lane Closure"
9/24/2015,I-10 Nighttime Lane Closures (Calcasieu River Bridge)
9/24/2015,EMERGENCY REPAIR: Hwy 80 at Airline Drive (Bossier Parish)
9/24/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge) St. Tammany Parish
9/24/2015,"LA 436, Washington Parish"
9/24/2015,Terrebonne Parish- La 24- West Main St.---ALL LANES ARE NOW OPEN
9/24/2015,I-10 Westbound and Eastbound Intermittent lane closures (MP 19 to MP 20)- Calcasieu Parish
9/24/2015,I-10 Eastbound Exit Ramp Closure at Milepost 25 (Lake Charles Loop) - Calcasieu Parish
9/24/2015,Terrebonne Parish- La 315- Dularge Bridge-------OPEN-----OPEN-----OPEN
9/23/2015,"UPDATE:  I-49, Natchitoches Parish, LA 6 Southbound Exit Ramp, SP No. H.010486"
9/23/2015,"UPDATE:  I-49, LA 485, LA 174 - Natchitoches Parish from 1.1 miles South LA 485 to DeSoto Parish LIne, SP No. H.010491"
9/23/2015," I-10 Clearview Pkwy to Causeway Blvd., Jefferson Parish, H.010990"
9/23/2015,REVISED: I-10 Clearview Pkwy. to Causeway Blvd. Ramps -  Jefferson Parish - H.010990
9/23/2015,"I-10, Claiborne Ave. up-ramp WB, Orleans Parish"
9/23/2015,"LA 1 & AVENUE G, WEST BATON ROUGE PARISH, LANE CLOSURE"
9/23/2015,"H.002290.6, LA 64 Widening, LA 19 - Mchugh Rd, East Baton Rouge Parish"
9/23/2015,LANE CLOSURE US Highway 61 (Airline Highway) near the Intersection of LA 73 - Ascension Parish
9/23/2015,"*EXTENDED* - LA 1249, PUMPKIN CENTER, TANGIPAHOA PARISH, BRIDGE CLOSURE (Milepost 0.43)"
9/22/2015,"LA 818, Lincoln Parish"
9/22/2015,"I-10 Westbound., St. Charles Parish, S.P. H.009326"
9/22/2015,"Huey P. Long Bridge, US 90 - Jefferson Parish"
9/22/2015,Elevated Expressway (US 90B) - Jefferson Parish
9/22/2015,DOTD announces lane closure on U.S. 190 in St. Landry Parish for road repair
9/22/2015,"I-10, East and West Bound, Iberville Parish, S.P. H.010318"
9/22/2015,"I-10, East Bound, Iberville Parish, S.P. H.010318"
9/22/2015,"I-10, West Baton Rouge, S.P. H.011955"
9/22/2015,"I-10, West Baton Rouge Parish, S.P. H.011955"
9/22/2015,"US 90 Eastbound and Westbound, St. Charles Parish, S.P. H.011312"
9/22/2015,"US 190, East and West Baton Rouge Parishes, H.011228"
9/22/2015,"LA 413, Pointe Coupee and West Baton Rouge Parish, S.P. H.010435"
9/22/2015,LA 67 (Plank Rd) East Baton Rouge Parish
9/22/2015,"LA 411, Pointe Coupee Parish, S.P. H.010435"
9/22/2015,LA 67 (Plank Rd) East Baton Rouge Parish
9/22/2015,BUS US 61 / 190 (Chippewa) East Baton Rouge Parish
9/22/2015,US 61 / US 190 East Baton Rouge Parish
9/22/2015,LA 67 (Plank Rd) East Baton Rouge Parish
9/21/2015,DOTD announces lane closure on U.S. 190 in St. Landry Parish for road repair
9/21/2015,"UPDATE:  I-49, Rapides Parish, Rapides Station Road Overpass"
9/21/2015,"I-10 @West Pearl River Bridge Rail Repairs, St. Tammany Parish"
9/21/2015,"LA 1077/LA 1085 at Northpointe Road, St. Tammany Parish"
9/21/2015,LA 1138-2 (PRIEN LAKE ROAD) LANE CLOSURES BETWEEN NELSON ROAD AND LAKE STREET –CALCASIEU PARISH
9/21/2015,"UPDATE:  US 71/165 Alexandria to Pineville, Rapides Parish, SP No. 840-43-0001"
9/21/2015,Lafourche Parish- Us 90 Eastbound and Westbound----CANCELED
9/21/2015,"CANCELED: US 90 Eastbound and Westbound, Lafourche and St. Charles Parish, S.P. H.011312"
9/21/2015,"LA 412, East Feliciana Parish"
9/21/2015,LA 67 (Plank Rd.) East Baton Rouge Parish
9/21/2015,Belle Chasse Tunnel - Plaquemines Parish
9/21/2015,Crown Point High-Rise on LA 3134 - Jefferson Parish
9/18/2015,EMERGENCY CLOSURE - LA 10 Washington Parish
9/18/2015,St. Mary Parish - La. 182 - road closure
9/18/2015,St. Landry Parish - La. 10 - road closure
9/18/2015,"LA 1054, North of Kentwood, CNIC Railroad Crossing, Road Closure, Tangipahoa Parish"
9/18/2015,"US 167, Left Turn Lane SB from LA 28, Rapides Parish, SP No. H.010280"
9/18/2015,"I-49, LA 485, & LA 174, Natchitoches Parish from 1.1 miles south LA 485 to DeSoto P/L, SP No. H.010491"
9/18/2015,"I-10 Eastbound & Westbound, St. Charles Parish, S.P. H.009326"
9/18/2015," I-10 Eastbound., St. Charles Parish, S.P. H.009326"
9/18/2015,"I-610 Eastbound & Westbound, Orleans Parish, S.P. H.009326:"
9/17/2015,"LA 365 Lane Closure, Acadia Parish"
9/17/2015,"**UPDATE**  US 71/US 165:  Alexandria to Pineville, Rapides Parish, SP No. 840-43-0001, Structure No. 08408404301131"
9/17/2015,"I-10 EB , Orleans Parish, SP H.009579"
9/17/2015,"I-10 West Bound, Iberville Parish, S.P. H.010318"
9/17/2015,"I-10, West Baton Rouge Parish, S.P. H.011955"
9/17/2015,"I-10, West Baton Rouge Parish, S.P. H.011955"
9/17/2015,"H.011757.6, I-10 Service Road, (Constitution/ Bunker Hill): Curve, East Baton Rouge Parish"
9/17/2015,"H.002290.6, LA 64 Widening, LA 19 - Mchugh Rd, East Baton Rouge Parish"
9/17/2015,23rd Street Bridge Over Canal No. 17 - Jefferson Parish - S;P. No. H.009187
9/17/2015,"I-10 Clearview Pkway to Causway Blvd., Jefferson Parish, H.010990"
9/17/2015,"I-12, Livingston Parish, Lane Closure, S.P. H.009836"
9/17/2015,"I-10 Westbound., Jefferson Parish, S.P. 4400003459"
9/17/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge) St. Tammany Parish
9/17/2015,H.006831 - I-10 - West Baton Rouge Parish
9/17/2015,H.002361 - LA 3064 (Essen Lane) – East Baton Rouge
9/16/2015,"US 167, Left Turn Lane SB from LA 28, Rapides Parish, SP No. H.010280"
9/16/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge
9/16/2015,Des Allemands Bridge - St. Charles Parish
9/16/2015,I-10 Westbound and Eastbound Intermittent lane closures (MP 19 to MP 20)- Calcasieu Parish
9/16/2015,"US 167 Business, Rapides Parish, Intersection of Industrial Blvd & Lee Street"
9/16/2015,"US 167 Business, Rapides Parish, Intersection of Industrial Blvd & Lee Street"
9/16/2015,"I-10, East and West Bound, Iberville Parish, S.P. H.010318"
9/16/2015,"US 190, East and West Baton Rouge, S.P. H.011228"
9/16/2015,"LA 411, Pointe Coupee Parish, S.P. H.010435"
9/16/2015,"LA 413, Pointe Coupee and West Baton Rouge Parishes, S.P. H.010435"
9/16/2015,I-210 NIGHTTIME LANE CLOSURES_CALCASIEU PARISH
9/16/2015,"UPDATE:  LA 119 Natchitoches Parish, Cross Drain Replacement"
9/15/2015,Terrebonne Parish- La 3040- Houma Tunnel----POSTPONED UNTIL LATER DATE
9/15/2015,H.007961 - LA 410: Blackwater Bayou Bridge - East Baton Rouge Parish
9/15/2015,I-10 WESTBOUND EXIT 23 (LA 108) CLOSURE - CALCASIEU PARISH
9/15/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge) St. Tammany Parish
9/15/2015,"I-49, Natchitoches Parish, LA 6 Entrance and Exit Ramps, Sp No. H.010486"
9/14/2015,I-10 Westbound Lane Closure at MP 32- Calcasieu Parish
9/14/2015,H.002361 - LA 3064 (Essen Lane) – East Baton Rouge
9/14/2015,"Work has been completed. All lanes open. I-20 Bridge over Union Pacific Railroad, Caddo Parish near Greenwood"
9/14/2015,"I-10 EB & WB, Orleans Parish, SP H.011271"
9/14/2015,"I-10 EB  Exit Ramp  to (Carrolton Ave. Closure), Orleans Parish, SP H.009579"
9/14/2015,"US 90-Z Entrance Ramps, Orleans Parish, H.010189"
9/14/2015,"The Belle Chasse Tunnel - (LA. 23, Plaquemines Parish)"
9/14/2015,Causeway Blvd. - Jefferson Parish
9/14/2015,The Senator Ted Hickey Bridge - Orleans Parish
9/14/2015,I-10 Westbound Lane Closures at MP 32- Calcasieu Parish
9/11/2015,Upcoming I-49 lane closures from La. 526 to I-20 in Shreveport (Caddo Parish)
9/11/2015,"I-55, MP 28 (US 51) to MP 23 (Elevated Bridge), Tangipahoa, Lane Closure"
9/11/2015,"H.000698.6, US 61 Baker Canal Bridge, East Baton Rouge Parish"
9/11/2015,"I-610 Eastbound & Westbound, Orleans Parish, S.P. H.009326"
9/11/2015,"I-10 Eastbound., St. John & St. Charles Parishes - H.009326"
9/11/2015,"I-10 CLEARVIEW PKWY - CAUSEWAY BLVD, H.010990 - Jefferson Parish"
9/11/2015,"I-10 CLEARVIEW PKWY - CAUSEWAY BLVD, Jefferson Parish - H.010990"
9/11/2015," 23rd Street Bridge Over Canal No. 17,(H.009187) - Jefferson Parish"
9/11/2015,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge)
9/11/2015,Causeway Blvd - Jefferson Parish
9/11/2015,"LA 588, West Carroll Parish"
9/11/2015,POSTPONED: LA 67 (Plank Rd) East Baton Rouge Parish
9/11/2015,"I-12, St. Tammany Parish, Lane Closure"
9/11/2015,LA 67 (N. 22nd St.) East Baton Rouge Parish
9/10/2015,"I-12, Livingston Parish, Lane Closure, S.P. H.009836 (REVISED)"
9/10/2015,"Tulane Ave. NB & SB, Orleans Parish, SP H.004730"
9/10/2015, LA 23 (Belle Chasse Hwy) - Jefferson Parish
9/10/2015,Causeway Blvd - Jefferson Parish
9/10/2015,"H.002290.6, LA 64 Widening, LA 19 - Mchugh Rd, East Baton Rouge Parish"
9/10/2015,"H.011757.6, I-10 Service Road, (Constitution/ Bunker Hill): Curve, East Baton Rouge Parish"
9/10/2015,"H.000343.6, US 190 Old Mississippi River Bridge, East and West Baton Rouge Parish"
9/10/2015,"I-12, Livingston Parish, Lane Closure, S.P. H.009836"
9/10/2015,I-10 Westbound Lane Closures at MP 32- Calcasieu Parish (CANCELED)
9/9/2015,"LA 1199, Rapides Parish, LA 112 - LA 121, SP No. H.009555"
9/9/2015,"LA 119, Natchitoches Parish, Cross Drain Replacement"
9/9/2015,REVISED: Causeway Blvd - Jefferson Parish
9/9/2015,I-12 East Baton Rouge Parish
9/9/2015,"US 190, East and West Baton Rouge, S.P.H.011228"
9/9/2015,"LA 413, Pointe Coupee and West Baton Rouge Parishes, S.P. H.010435"
9/9/2015,"LA 411, Pointe Coupee Parish, S.P. H.010435"
9/9/2015,"I-10 West Baton Rouge Parish, S.P. H.011955"
9/9/2015,"I-10, West Baton Rouge Parish, S.P. H.011955"
9/9/2015,"I-10, East and West Bound, Iberville Parish, S.P. H.010318"
9/9/2015,"US 90Z, Jefferson Parish/Orleans Parish, S.P.: H.011172"
9/9/2015,"I-10, Orleans Parish, Project# H.011712"
9/8/2015,I-10 Eastbound Lane Closures at MP 32- Calcasieu Parish
9/8/2015,H.002361 - LA 3064 (Essen Lane) – East Baton Rouge
9/8/2015,"Shoulder Closure, I-10 Westbound, Milepost 211, St John the Baptist Parish"
9/8/2015,Senator Ted Hickey Bridge - Orleans Parish
9/8/2015,Algiers High-rise Bridge @ LA 407 - Orleans Parish
9/8/2015,La 42 (Highland Rd) East Baton Rouge Parish
9/8/2015,Lafayette Parish - Johnston Street - slow moving operation
9/8/2015,"* UPDATE* US 80, RICHLAND PARISH, ROAD CLOSURE"
9/8/2015,LA 67 (Plank Rd) East Baton Rouge Parish
9/8/2015,BUS US 61 / 190 (Chippewa) East Baton Rouge Parish
9/8/2015,"Road is open.  REPLACING RAILROAD CROSSINGS AT LA 511 WEST 70TH STREET 1 MILE EAST OF US 79, AND LA 526  .5 MILES SOUTH OF LA 511 WEST 70TH ST"
9/8/2015,US 61 / 190 (Scenic Hwy) East Baton Rouge Parish
