,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers
6839,katie_gagliano,Protesters are at the John M. Shaw United States Courthouse for the Western District of Louisiana. Several speakers have said they’ll seek protection from Hurricane Laura but plan to be out again to make sure the issue doesn’t lose attention. – at US District Court for the Western District of Louisiana,2020-08-26 18:30:03+00:00,1,3,,,protesters are at the john m. shaw united states courthouse for the western district of louisiana. several speakers have said they’ll seek protection from hurricane laura but plan to be out again to make sure the issue doesn’t lose attention. – at us district court for the western district of louisiana,['district court'],[],[],[]
6896,KelseyJohnsonTV,Most folks on a Central Drive in Beaumont are staying out. They tell @AlmiyaWhiteTV and me that this ain’t their first rodeo with a hurricane and they are prepared for what’s to come. #HurricaneLaura @12NewsNow,2020-08-26 18:06:12+00:00,5,6,@AlmiyaWhiteTV @12NewsNow,#HurricaneLaura,most folks on a central drive in beaumont are staying out. they tell @almiyawhitetv and me that this ain’t their first rodeo with a hurricane and they are prepared for what’s to come. #hurricanelaura @12newsnow,['central drive'],[],[],[]
6898,BabyyyAja,Quick Getaway Hopefully Hurricane Laura goes the other way so I can get back to Texas. ,2020-08-26 18:05:19+00:00,0,23,,,quick getaway hopefully hurricane laura goes the other way so i can get back to texas. ,['other way'],[],[],[]
7022,baptistmarlene,I understand that we are in the mist of this Election &I’m a Trump support . But we are in Louisiana in the path of this Hurricane. My husband has been in the oil field as a production Operator for over 30 yrs . His work place is in the direct path of this Hurricane. We need ,2020-08-26 16:57:38+00:00,0,0,,,i understand that we are in the mist of this election &i’m a trump support . but we are in louisiana in the path of this hurricane. my husband has been in the oil field as a production operator for over 30 yrs . his work place is in the direct path of this hurricane. we need ,['work place'],[],[],[]
7148,TotalTrafficHOU,"Closed due to accident in #NorthSide on I-45 N Fwy NB between Cypresswood and Louetta, stopped traffic back to Paramatta/Hollow Tree Ln #traffic http://bit.ly/17hsIjn",2020-08-26 15:55:43+00:00,0,0,,#NorthSide #traffic,"closed due to accident in #northside on i-45 n fwy nb between cypresswood and louetta, stopped traffic back to paramatta/hollow tree ln #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
7172,whereyatnola,"We'd never want to evacuate from here! . . . Reposted from @NolaValStudio All this hurricane talk has me thinking my next house will be a nice sturdy stone one and of course be on St. Charles Ave. @New Orleans,… https://www.instagram.com/p/CEW6Ef8FiSs/?igshid=1w0u9ep47zn3l",2020-08-26 15:41:48+00:00,1,2,,,"we'd never want to evacuate from here! . . . reposted from @nolavalstudio all this hurricane talk has me thinking my next house will be a nice sturdy stone one and of course be on st. charles ave. @new orleans,… https://www.instagram.com/p/cew6ef8fiss/?igshid=1w0u9ep47zn3l",['charles ave'],[],[],[]
7193,FourchonPort,"As of 10:30 a.m. today, Aug. 26th, Port Fourchon’s roads remain high and dry, although this could change in future hours. Please remember LA 1, south of the Leon Theriot Lock is closed. A mandatory evacuation remains in place for everyone south of the Lock until further notice. ",2020-08-26 15:32:23+00:00,1,15,,,"as of 10:30 a.m. today, aug. 26th, port fourchon’s roads remain high and dry, although this could change in future hours. please remember la 1, south of the leon theriot lock is closed. a mandatory evacuation remains in place for everyone south of the lock until further notice. ",[],['la 1'],[],[]
7213,NorbNolty,This is the most serious #Hurricane situation #Louisiana has faced in over a decade. Our friends in SWLA are in real harms way as #Laura is predicted to get even stronger before landfall.,2020-08-26 15:19:56+00:00,14,60,,#Hurricane #Louisiana #Laura,this is the most serious #hurricane situation #louisiana has faced in over a decade. our friends in swla are in real harms way as #laura is predicted to get even stronger before landfall.,['harms way'],[],[],[]
7222,coooby_,Y’all sure a hurricane coming ?? It’s bright asl outside the kids can play ina street type weather,2020-08-26 15:17:00+00:00,0,4,,,y’all sure a hurricane coming ?? it’s bright asl outside the kids can play ina street type weather,['ina street'],[],[],[]
7339,12PM12_,"2020 has given us 2 Hurricanes and a Corona, so #OptionZ has decided to do the same! Get your orders in before 3pm please and we guarantee delivery within 1hr! Stay home, Stay Safe, Stay Dry, the OptionZ Mobile is on… https://www.instagram.com/p/CEWtsRPjO8Q/?igshid=zxitdgmxhktu",2020-08-26 13:53:40+00:00,2,1,,#OptionZ,"2020 has given us 2 hurricanes and a corona, so #optionz has decided to do the same! get your orders in before 3pm please and we guarantee delivery within 1hr! stay home, stay safe, stay dry, the optionz mobile is on… https://www.instagram.com/p/cewtsrpjo8q/?igshid=zxitdgmxhktu",[],['us 2'],[],[]
7441,fatoudaniogo,They said there is a hurricane coming tday n possible floodings... I left heavy snow storms for hurricanes and floodings... anyhooooo lemme go park my car in a safe place oh ,2020-08-26 12:32:10+00:00,0,0,,,they said there is a hurricane coming tday n possible floodings... i left heavy snow storms for hurricanes and floodings... anyhooooo lemme go park my car in a safe place oh ,['safe place'],[],[],[]
7466,HouUrbanLeague,Harris and Fort Bend County Toll Road fees waived immediately due to Hurricane Laura https://abc13.com/traffic/harris-and-ft-bend-county-toll-fees-waived-due-to-laura-/6387959/ via @abc13houston,2020-08-26 12:02:16+00:00,0,0,@abc13houston,,harris and fort bend county toll road fees waived immediately due to hurricane laura https://abc13.com/traffic/harris-and-ft-bend-county-toll-fees-waived-due-to-laura-/6387959/ via @abc13houston,['toll road'],[],[],[]
7482,FourchonPort," As of 6:30 a.m. today, Aug 26th, water has begun encroaching on the road in numerous spots south of the Leon Theriot Lock in Golden Meadow. ANYONE traveling south will be turned around at the lock, as the expectation is LA 1 south of the lock will be closed later this AM.",2020-08-26 11:37:34+00:00,11,10,,," as of 6:30 a.m. today, aug 26th, water has begun encroaching on the road in numerous spots south of the leon theriot lock in golden meadow. anyone traveling south will be turned around at the lock, as the expectation is la 1 south of the lock will be closed later this am.",[],['la 1'],[],[]
7487,jamescoopercole,This storm going maintain its hurricane strength way onto land. Very unusual. ,2020-08-26 11:13:03+00:00,0,0,,,this storm going maintain its hurricane strength way onto land. very unusual. ,['strength way'],[],[],[]
7629,_kristen_cook99,I’ve come to terms with the fact that my favorite place is going to be washed & blown away from this hurricane. This is where Mason proposed to me &amp; my grandparents ashes were supposed to be spread. I have the coordinates points tattooed on me. Heartbroken is an understatement.. – at Holly Beach,2020-08-26 03:48:18+00:00,0,35,,,i’ve come to terms with the fact that my favorite place is going to be washed & blown away from this hurricane. this is where mason proposed to me &amp; my grandparents ashes were supposed to be spread. i have the coordinates points tattooed on me. heartbroken is an understatement.. – at holly beach,['favorite place'],[],[],[]
7659,DouglasDWhite,Hurricane is headed straight over us in Silsbee... wind gusts up to 150mph. Silsbee is listed on the pic to expect 142mph winds. Whisper a prayer our way! @Whitestone Way Ranch https://www.instagram.com/p/CEVkvfOlivq/?igshid=1kiyto4ze767y,2020-08-26 03:16:17+00:00,2,31,,,hurricane is headed straight over us in silsbee... wind gusts up to 150mph. silsbee is listed on the pic to expect 142mph winds. whisper a prayer our way! @whitestone way ranch https://www.instagram.com/p/cevkvfolivq/?igshid=1kiyto4ze767y,['@whitestone way'],[],[],[]
7807,TobyOsburn,"Pray for us in Lake Charles, LA. Hurricane Laura has potential to impact us much the same way as Hurricane Rita in 2005. We are strong, but this is gonna be rough. Very rough. ftp://ftp.ncdc.noaa.gov/pub/data/extremeevents/specialreports/Hurricane-Rita2005.pdf",2020-08-26 01:00:20+00:00,2,38,,,"pray for us in lake charles, la. hurricane laura has potential to impact us much the same way as hurricane rita in 2005. we are strong, but this is gonna be rough. very rough. ftp://ftp.ncdc.noaa.gov/pub/data/extremeevents/specialreports/hurricane-rita2005.pdf",['same way'],[],[],[]
7816,TyWhite24,"Any other family prep for hurricanes with lots of cooking? Our family decided to stay and ride it out. The best way we know how to relax and not stress is by getting together for food, drinks and stories.… https://www.instagram.com/p/CEVUTNTlqqL/?igshid=1lreuw73jse3l",2020-08-26 00:52:31+00:00,0,1,,,"any other family prep for hurricanes with lots of cooking? our family decided to stay and ride it out. the best way we know how to relax and not stress is by getting together for food, drinks and stories.… https://www.instagram.com/p/cevutntlqql/?igshid=1lreuw73jse3l",['best way'],[],[],[]
8183,NewsCarolyn,"This has absolutely nothing to do with the video below but can I tell you I logged on to Tinder when I was in Panama City after Hurricane Michael in 2018 and disaster Tinder is a weird, wild place full of linemen posing in front of their trucks. ",2020-08-25 20:14:12+00:00,4,48,,,"this has absolutely nothing to do with the video below but can i tell you i logged on to tinder when i was in panama city after hurricane michael in 2018 and disaster tinder is a weird, wild place full of linemen posing in front of their trucks. ",['wild place'],[],[],[]
8222,JeffParishGov,"Our Alario Center drive-thru #COVID19 testing site will be closed on Wednesday, August 26th because it is supported by the Louisiana Army National Guard and they are shifting operations to storm support. : https://www.jeffparish.net/press-releases/alario-center-covid-19-test-site-suspended-on-wednesday-august-26-due-to-hurricane-laura/08-25-yyyy",2020-08-25 19:37:32+00:00,3,3,,#COVID19,"our alario center drive-thru #covid19 testing site will be closed on wednesday, august 26th because it is supported by the louisiana army national guard and they are shifting operations to storm support. : https://www.jeffparish.net/press-releases/alario-center-covid-19-test-site-suspended-on-wednesday-august-26-due-to-hurricane-laura/08-25-yyyy",['center drive'],[],[],[]
8229,talha10296,"probably but htwn strong .. it’s no biggie, give us 3 more hurricanes we’ll still catch a dub ",2020-08-25 19:31:04+00:00,0,1,,,"probably but htwn strong .. it’s no biggie, give us 3 more hurricanes we’ll still catch a dub ",[],['us 3'],[],[]
8233,kfdmnews,"Dozens of businesses, stores and restaurants are closed near Hwy 365. Many business owners are boarding up their windows as the area prepares for Hurricane Laura. ",2020-08-25 19:29:23+00:00,7,17,,,"dozens of businesses, stores and restaurants are closed near hwy 365. many business owners are boarding up their windows as the area prepares for hurricane laura. ",[],['hwy 365'],[],[]
8284,gothchic16,Ready for Hurricane Laura. Hope I can still be part of Virtual Domcon LA 2020. @NHC_Atlantic @hurrtrackerapp @HurricaneLaura_ #hurricanelaura @DomConLA @SanctuaryLAX #LosAngeles #Houston #COVID19 #houstonstrong #HurricaneWarning #Quarantine #pandemic @weatherchannel,2020-08-25 18:51:05+00:00,3,11,@NHC_Atlantic @hurrtrackerapp @HurricaneLaura_ @DomConLA @SanctuaryLAX @weatherchannel,#hurricanelaura #LosAngeles #Houston #COVID19 #houstonstrong #HurricaneWarning #Quarantine #pandemic,ready for hurricane laura. hope i can still be part of virtual domcon la 2020. @nhc_atlantic @hurrtrackerapp @hurricanelaura_ #hurricanelaura @domconla @sanctuarylax #losangeles #houston #covid19 #houstonstrong #hurricanewarning #quarantine #pandemic @weatherchannel,[],['la 2020'],[],[]
8313,BeyondBlunt,"Dear @elonmusk, given it’s importance on the I-45 hurricane evacuation route, I’d like to see more than 6 stalls at the @Tesla Houston North Supercharger...where charging speeds are already notoriously slow...upgrades to 250w and 20 stalls would be great. Thanks!",2020-08-25 18:26:54+00:00,0,3,@elonmusk @Tesla,,"dear @elonmusk, given it’s importance on the i-45 hurricane evacuation route, i’d like to see more than 6 stalls at the @tesla houston north supercharger...where charging speeds are already notoriously slow...upgrades to 250w and 20 stalls would be great. thanks!",[],['i-45'],[],[]
8361,lookronn,Only way they can snake you if they close to you. Can’t snake somebody if you don’t know what they got going on.,2020-08-25 17:56:14+00:00,0,0,,,only way they can snake you if they close to you. can’t snake somebody if you don’t know what they got going on.,['only way'],[],[],[]
8374,TJParkerABC13,"EFFECTIVE IMMEDIATELY: the Harris County Toll Road Authority has waived fees, allowing drivers toll-free passage as hurricane evacuations ramp up. https://abc13.com/6387959/ @abc13houston",2020-08-25 17:49:49+00:00,4,5,@abc13houston,,"effective immediately: the harris county toll road authority has waived fees, allowing drivers toll-free passage as hurricane evacuations ramp up. https://abc13.com/6387959/ @abc13houston",['toll road'],[],[],[]
8407,ankh24,"Reposted from @EricaOnABC13 EFFECTIVE IMMEDIATELY: the Harris County Toll Road Authority has waived fees, allowing drivers toll-free passage during hurricane evacuations. - #regrann @Houston, Texas https://www.instagram.com/p/CEUhrjRgbEJ/?igshid=164ktn3kzy6bc",2020-08-25 17:30:12+00:00,0,0,@EricaOnABC13,#regrann,"reposted from @ericaonabc13 effective immediately: the harris county toll road authority has waived fees, allowing drivers toll-free passage during hurricane evacuations. - #regrann @houston, texas https://www.instagram.com/p/ceuhrjrgbej/?igshid=164ktn3kzy6bc",['toll road'],[],[],[]
8495,GinaGaston13,"Here we go, friends: Harris County Toll Road fees waived immediately due to Hurricane Laura https://abc13.com/traffic/harris-county-toll-fees-waived-immediately-due-to-laura-/6387959/ via @ABC13Houston",2020-08-25 16:33:05+00:00,7,16,@abc13houston,,"here we go, friends: harris county toll road fees waived immediately due to hurricane laura https://abc13.com/traffic/harris-county-toll-fees-waived-immediately-due-to-laura-/6387959/ via @abc13houston",['toll road'],[],[],[]
8559,malleycattt,my step dad called to check on me and let me know about the hurricane shifting and he sounded so worried I- he is so pure ,2020-08-25 15:44:37+00:00,0,1,,,my step dad called to check on me and let me know about the hurricane shifting and he sounded so worried i- he is so pure ,[],['i-'],[],[]
8777,callme_tylerman,My Pound Town Road Closed &amp; It Fucking Sucks ,2020-08-25 12:59:45+00:00,0,0,,,my pound town road closed &amp; it fucking sucks ,['town road'],[],[],[]
