Index,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers,road_closed
927,BHGREGaryGreene,Gary Sherrill would love to show you the #listing at 1916 Pleasant Springs Lane #Pearland #TX #realestate https://tour.corelistingmachine.com/home/NZBGK8,2020-08-27 17:38:29+00:00,0,0,,#listing #Pearland #TX #realestate,gary sherrill would love to show you the #listing at 1916 pleasant springs lane #pearland #tx #realestate https://tour.corelistingmachine.com/home/nzbgk8,['springs lane'],[],[],[],0
567,TotalTrafficHOU,"Accident. two right lanes blocked in #WestSide on I-10 Inbound at Hwy 6, stopped traffic back to Barker Cypress #traffic http://bit.ly/17hsIjn",2020-08-28 12:15:43+00:00,0,0,,#WestSide #traffic,"accident. two right lanes blocked in #westside on i-10 inbound at hwy 6, stopped traffic back to barker cypress #traffic http://bit.ly/17hsijn",[],"['i-10', 'hwy 6']",[],[],
969,BHGREGaryGreene,Just listed by Purak Parmar in #Spring #TX. 5111 Beaubridge Lane! Please retweet! https://tour.corelistingmachine.com/home/QHC93U,2020-08-24 23:21:15+00:00,0,0,,#Spring #TX,just listed by purak parmar in #spring #tx. 5111 beaubridge lane! please retweet! https://tour.corelistingmachine.com/home/qhc93u,['beaubridge lane'],[],[],[],0
448,TotalTrafficAUS,"Disabled vehicle, shoulder blocked in #Kyle on I-35 NB at Yarrington Rd/Exit 210 #ATXtraffic http://bit.ly/10BGKax",2020-08-29 13:10:43+00:00,0,0,,#Kyle #ATXtraffic,"disabled vehicle, shoulder blocked in #kyle on i-35 nb at yarrington rd/exit 210 #atxtraffic http://bit.ly/10bgkax",['yarrington rd'],['i-35'],['exit 210'],[],
554,TotalTrafficHOU,Stalled vehicle affects the hov lane. in #Harris on I-45 N Hov Outbound at W Rd #traffic http://bit.ly/17hsIjn,2020-08-28 14:40:43+00:00,0,0,,#Harris #traffic,stalled vehicle affects the hov lane. in #harris on i-45 n hov outbound at w rd #traffic http://bit.ly/17hsijn,"['hov lane', 'w rd']",['i-45'],[],[],
570,TotalTrafficHOU,"Accident. two right lanes blocked in #WestSide on I-10 Katy Inbound at Hwy 6, stopped traffic back to Barker Cypress #traffic http://bit.ly/17hsIjn",2020-08-28 11:40:43+00:00,0,0,,#WestSide #traffic,"accident. two right lanes blocked in #westside on i-10 katy inbound at hwy 6, stopped traffic back to barker cypress #traffic http://bit.ly/17hsijn",[],"['i-10', 'hwy 6']",[],[],
853,TotalTrafficAUS,"Accident in #Austin on I 35 SB at Berrywood Dr/Meadow Lark Ave, stop and go traffic back to Howard Ln/Exit 246 #ATXtraffic http://bit.ly/10BGKax",2020-08-24 14:00:43+00:00,0,0,,#Austin #ATXtraffic,"accident in #austin on i 35 sb at berrywood dr/meadow lark ave, stop and go traffic back to howard ln/exit 246 #atxtraffic http://bit.ly/10bgkax",['lark ave'],[],['exit 246'],[],
418,TotalTrafficHOU,Accident. two left lanes blocked in #SeSide on I-610 S Lp EB at The 45 Gulf Fwy #traffic http://bit.ly/17hsIjn,2020-08-29 23:00:43+00:00,0,0,,#SeSide #traffic,accident. two left lanes blocked in #seside on i-610 s lp eb at the 45 gulf fwy #traffic http://bit.ly/17hsijn,[],['i-610'],[],[],
766,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on Mopac NB at Westover Rd/Northwood Rd #ATXtraffic http://bit.ly/10BGKax,2020-08-25 18:35:44+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on mopac nb at westover rd/northwood rd #atxtraffic http://bit.ly/10bgkax,"['westover rd', 'northwood rd']",[],[],[],
787,TotalTrafficHOU,"Accident cleared in #WestSide on I-10 Katy Fwy Inbound at The W Sam Houston Tollway, stop and go traffic back to Wilcrest #traffic http://bit.ly/17hsIjn",2020-08-25 15:20:43+00:00,0,0,,#WestSide #traffic,"accident cleared in #westside on i-10 katy fwy inbound at the w sam houston tollway, stop and go traffic back to wilcrest #traffic http://bit.ly/17hsijn",[],['i-10'],[],[],
179,TotalTrafficHOU,Closed due to accident in #Tomball on SH-99 Lanier Pkwy - N WB between Boudreaux Rd/Gleannloch Forest Dr and FM-2920 #traffic http://bit.ly/17hsIjn,2020-08-29 10:45:43+00:00,0,0,,#Tomball #traffic,closed due to accident in #tomball on sh-99 lanier pkwy - n wb between boudreaux rd/gleannloch forest dr and fm-2920 #traffic http://bit.ly/17hsijn,"['lanier pkwy', 'boudreaux rd']",[],[],[],
26,LongviewPolice,W Marshall Av and Ward St is closed (East and West bound) due to flooding.,2020-09-03 12:00:15+00:00,2,1,,,w marshall av and ward st is closed (east and west bound) due to flooding.,['ward st'],[],[],[],
254,TotalTrafficHOU,"Vehicle fire cleared in #Sharpstown on I-69 SW Fwy Outbound at Bellaire Boulevard, stop and go traffic back to Fountain View #traffic http://bit.ly/17hsIjn",2020-08-31 23:30:44+00:00,0,0,,#Sharpstown #traffic,"vehicle fire cleared in #sharpstown on i-69 sw fwy outbound at bellaire boulevard, stop and go traffic back to fountain view #traffic http://bit.ly/17hsijn",['bellaire boulevard'],['i-69'],[],[],
357,Bryce_Newberry,Happening now: @ATCEMS &amp; @austinfiredept working to help someone stuck on a crane down. E 3rd St near I-35 frontage road. Avoid the area as emergency responders have the area blocked off. @KVUE,2020-08-31 12:43:53+00:00,3,5,@ATCEMS @austinfiredept @KVUE,,happening now: @atcems &amp; @austinfiredept working to help someone stuck on a crane down. e 3rd st near i-35 frontage road. avoid the area as emergency responders have the area blocked off. @kvue,"['3rd st', 'frontage road']",[],[],[],1
345,TotalTrafficBTR,Accident cleared in #WestBatonRouge on I 10 EB before LA-415/Lobdell/Exit 151 #traffic http://bit.ly/12oyfoo,2020-08-31 15:50:45+00:00,0,0,,#WestBatonRouge #traffic,accident cleared in #westbatonrouge on i 10 eb before la-415/lobdell/exit 151 #traffic http://bit.ly/12oyfoo,[],[],['exit 151'],[],
68,TotalTrafficBTR,Closed due to accident in #Ascension on Hwy 22 Both NB/SB between US 61/Airline Hwy and LA-429 #traffic http://bit.ly/12oyfoo,2020-09-02 12:05:43+00:00,0,0,,#Ascension #traffic,closed due to accident in #ascension on hwy 22 both nb/sb between us 61/airline hwy and la-429 #traffic http://bit.ly/12oyfoo,['airline hwy'],"['hwy 22', 'us 61']",[],[],
987,CepageduViv,Thank you to the outstanding crew @Starbucks on HWY 3 for taking care of our #PumpkinSpiceLatte this morning when the app was glitchy and I didn’t bring my wallet. #sundayvibes I will see you guys tomorrow,2020-08-30 23:29:51+00:00,1,3,@Starbucks,#PumpkinSpiceLatte #sundayvibes,thank you to the outstanding crew @starbucks on hwy 3 for taking care of our #pumpkinspicelatte this morning when the app was glitchy and i didn’t bring my wallet. #sundayvibes i will see you guys tomorrow,[],['hwy 3'],[],[],
432,TotalTrafficHOU,"Accident, left lane blocked in #Houston on I-69 SW Inbound at S Rice Ave, stop and go traffic back to Fountain View #traffic http://bit.ly/17hsIjn",2020-08-29 17:50:43+00:00,0,0,,#Houston #traffic,"accident, left lane blocked in #houston on i-69 sw inbound at s rice ave, stop and go traffic back to fountain view #traffic http://bit.ly/17hsijn",['rice ave'],['i-69'],[],[],
309,KWKTFOX44,#BREAKING Temple Police officers are responding to a fatal accident at the intersection of Southeast HK Dodgen Loop and State Highway 95 https://bit.ly/2YTfPh8 #fox44tx,2020-08-31 21:13:28+00:00,0,0,,#BREAKING #fox44tx,#breaking temple police officers are responding to a fatal accident at the intersection of southeast hk dodgen loop and state highway 95 https://bit.ly/2ytfph8 #fox44tx,[],['highway 95'],[],[],
627,TotalTrafficHOU,Stalled vehicle affects the exit ramp. in #SwSide on I-69 SW NB at Hillcroft #traffic http://bit.ly/17hsIjn,2020-08-27 15:55:43+00:00,0,0,,#SwSide #traffic,stalled vehicle affects the exit ramp. in #swside on i-69 sw nb at hillcroft #traffic http://bit.ly/17hsijn,[],['i-69'],[],[],
624,1richhdee,Ain’t no traffic when you in your own lane,2020-08-27 16:27:33+00:00,0,1,,,ain’t no traffic when you in your own lane,['own lane'],[],[],[],0
506,TotalTrafficHOU,Accident. left shoulder blocked in #WestSide on I-10 Katy Fwy Outbound at Antoine #traffic http://bit.ly/17hsIjn,2020-08-28 22:10:43+00:00,0,0,,#WestSide #traffic,accident. left shoulder blocked in #westside on i-10 katy fwy outbound at antoine #traffic http://bit.ly/17hsijn,[],['i-10'],[],[],
501,TotalTrafficHOU,"Accident, left lane blocked in #Brazoria on Hwy 288 SB at Croix Rd, stop and go traffic back to CR 101/Bailey Rd. #traffic http://bit.ly/17hsIjn",2020-08-28 22:35:43+00:00,0,0,,#Brazoria #traffic,"accident, left lane blocked in #brazoria on hwy 288 sb at croix rd, stop and go traffic back to cr 101/bailey rd. #traffic http://bit.ly/17hsijn","['croix rd', 'bailey rd']",['hwy 288'],[],[],
460,TotalTrafficHOU,"Accident, right lane blocked in #NwSide on US-290 EB at Fairbanks N Houston #traffic http://bit.ly/17hsIjn",2020-08-29 01:20:43+00:00,0,0,,#NwSide #traffic,"accident, right lane blocked in #nwside on us-290 eb at fairbanks n houston #traffic http://bit.ly/17hsijn",['right lane'],['us-290'],[],[],
157,KLFY,"The Acadia Parish Sheriff’s Office will host a supply drive beginning Tuesday, Sept. 1 through Thursday, Sept. 3 for parishes affected by Hurricane Laura.",2020-08-31 20:47:03+00:00,0,0,,,"the acadia parish sheriff’s office will host a supply drive beginning tuesday, sept. 1 through thursday, sept. 3 for parishes affected by hurricane laura.",['supply drive'],[],[],[],0
51,georgetowntx,"Most city offices and facilities will be closed for Labor Day on Monday, Sept. 7. Closed/open: Offices and facilities GoGeo Williams Drive Pool Visitors Center Garey Park Solid waste services More info: https://bit.ly/2F1S7bK",2020-09-02 17:14:50+00:00,2,1,,,"most city offices and facilities will be closed for labor day on monday, sept. 7. closed/open: offices and facilities gogeo williams drive pool visitors center garey park solid waste services more info: https://bit.ly/2f1s7bk",['williams drive'],[],[],[],0
878,GetToAggieGame,Struggling to get to campus? We offer a Park & Ride service! Just park at The First Baptist Church of College Station and our bus Route 34 will swing by and get you to campus! For more information check out http://transport.tamu.edu/Transit/service.aspx#parknride @TAMU @tamustudentlife @TAMUResLife,2020-08-31 22:01:03+00:00,1,0,@TAMU @tamustudentlife @TAMUResLife,,struggling to get to campus? we offer a park & ride service! just park at the first baptist church of college station and our bus route 34 will swing by and get you to campus! for more information check out http://transport.tamu.edu/transit/service.aspx#parknride @tamu @tamustudentlife @tamureslife,[],['route 34'],[],[],0
317,ih10kt_traffic,"IH-10 KATY Eastbound At STUDEMONT ST - Accident - Status: Verified at 3:48 PM - Lanes Affected: 2 Mainlane(s), 1 Shoulder Lane(s)",2020-08-31 20:51:14+00:00,0,0,,,"ih-10 katy eastbound at studemont st - accident - status: verified at 3:48 pm - lanes affected: 2 mainlane(s), 1 shoulder lane(s)",['studemont st'],[],[],[],
642,TotalTrafficBTR,Right lane blocked due to downed tree in #Iberville on I 10 EB at Hwy 975/Whiskey Bay/Exit 127 #traffic http://bit.ly/12oyfoo,2020-08-27 12:50:43+00:00,0,0,,#Iberville #traffic,right lane blocked due to downed tree in #iberville on i 10 eb at hwy 975/whiskey bay/exit 127 #traffic http://bit.ly/12oyfoo,['right lane'],['hwy 975'],['exit 127'],[],
743,TotalTrafficAUS,"Disabled vehicle cleared in #Travis on I 35 NB at Wells Branch Pkwy/FM 1825, slow traffic back to Howard Ln/Exit 246 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 00:10:44+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle cleared in #travis on i 35 nb at wells branch pkwy/fm 1825, slow traffic back to howard ln/exit 246 #atxtraffic http://bit.ly/10bgkax",['branch pkwy'],[],['exit 246'],[],
868,_m_a_r_k_p,@TheBeneficiary_ watched this dude drive with his knee shooting pics at highway speeds. Man is capable of anything. #photography #Volkswagen #passat #thegoat,2020-08-24 03:53:03+00:00,0,0,@TheBeneficiary_,#photography #Volkswagen #passat #thegoat,@thebeneficiary_ watched this dude drive with his knee shooting pics at highway speeds. man is capable of anything. #photography #volkswagen #passat #thegoat,['dude drive'],[],[],[],0
768,_ChardonnayPapi,"You are evacuating a city of 50,000 people and a county of 342,000 people and roughly 75 percent of them are going to use the same road to get out of the area. Shouldn’t the first thing you do be to mitigate the amount of normal traffic that is already going to be on the road??",2020-08-25 18:22:28+00:00,0,0,,,"you are evacuating a city of 50,000 people and a county of 342,000 people and roughly 75 percent of them are going to use the same road to get out of the area. shouldn’t the first thing you do be to mitigate the amount of normal traffic that is already going to be on the road??",['same road'],[],[],[],0
137,KATCTV3,I-10 West is now closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion remains minimal. Motorists are advised to take an alternate route.,2020-09-01 10:21:14+00:00,6,10,,,i-10 west is now closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion remains minimal. motorists are advised to take an alternate route.,[],['i-10'],[],[],
900,PoeDaughter7,"Kearney Lane is open for inside dinner! Woot! (at @KerbeyLaneCafe in Austin, TX) https://www.swarmapp.com/c/6hLsazQdWXp",2020-08-29 23:38:27+00:00,0,0,@kerbeylanecafe,,"kearney lane is open for inside dinner! woot! (at @kerbeylanecafe in austin, tx) https://www.swarmapp.com/c/6hlsazqdwxp",['kearney lane'],[],[],[],0
889,nessssa_75,Get out of the fast lane if you’re gonna drive slow af,2020-08-31 13:12:26+00:00,4,22,,,get out of the fast lane if you’re gonna drive slow af,['fast lane'],[],[],[],0
18,I35WacoTravel,Waco | I-35 southbound Frontage Road at S 9th Street | ALL LANES closed tonight 7PM to 6AM https://www.waco4bmap.org/?id=13809#closures #My35,2020-09-03 13:00:42+00:00,0,0,,#My35,waco | i-35 southbound frontage road at s 9th street | all lanes closed tonight 7pm to 6am https://www.waco4bmap.org/?id=13809#closures #my35,"['frontage road', '9th street']",['i-35'],[],[],
785,MarioMo33,I rather have a smoother drive on that highway,2020-08-25 15:31:27+00:00,0,0,,,i rather have a smoother drive on that highway,['smoother drive'],[],[],[],0
249,AlaStormTracker,Snakes ain’t afraid of no hurricane. Bourbon street is wild...first time on it.,2020-08-24 02:51:02+00:00,0,20,,,snakes ain’t afraid of no hurricane. bourbon street is wild...first time on it.,['bourbon street'],[],[],[],0
125,Laf_Traffic,I-10 West remains closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion has reached the Mississippi River Bridge. Motorists are advised to take an alternate route.,2020-09-01 11:44:29+00:00,2,1,,,i-10 west remains closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion has reached the mississippi river bridge. motorists are advised to take an alternate route.,[],['i-10'],[],[],
74,OKDOT,"EDMOND: The northbound I-35 off-ramp to Waterloo Rd. (mm 146) will be closed from 7 p.m. Tuesday to 6 a.m. Wednesday and continuing nightly through Friday, Sept. 4, for surface repair. #trucking",2020-09-01 23:30:14+00:00,0,1,,#trucking,"edmond: the northbound i-35 off-ramp to waterloo rd. (mm 146) will be closed from 7 p.m. tuesday to 6 a.m. wednesday and continuing nightly through friday, sept. 4, for surface repair. #trucking",['waterloo rd'],['i-35'],[],[],
187,TotalTrafficHOU,"Closed due to accident in #NorthSide on BELTWAY 8-NORTH EB between Aldine Westfeild and John F Kennedy Blvd, stopped traffic back to Imperial Vly Dr #traffic http://bit.ly/17hsIjn",2020-08-28 11:15:43+00:00,0,0,,#NorthSide #traffic,"closed due to accident in #northside on beltway 8-north eb between aldine westfeild and john f kennedy blvd, stopped traffic back to imperial vly dr #traffic http://bit.ly/17hsijn",['kennedy blvd'],[],[],[],
710,TotalTrafficHOU,"Accident. two right lanes blocked in #Downtown on I-10 Katy Fwy EB before I-45, stop and go traffic back to Taylor #traffic http://bit.ly/17hsIjn",2020-08-26 17:55:44+00:00,0,0,,#Downtown #traffic,"accident. two right lanes blocked in #downtown on i-10 katy fwy eb before i-45, stop and go traffic back to taylor #traffic http://bit.ly/17hsijn",[],"['i-10', 'i-45']",[],[],
809,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthSide on Hwy 288 SB at Southmore, stop and go traffic back to 69 SW Fwy #traffic http://bit.ly/17hsIjn",2020-08-25 00:50:43+00:00,1,0,,#SouthSide #traffic,"accident. two left lanes blocked in #southside on hwy 288 sb at southmore, stop and go traffic back to 69 sw fwy #traffic http://bit.ly/17hsijn",[],['hwy 288'],[],[],
267,NOLA_Traffic,All lanes are open on US 90B West past MacArthur Avenue. Congestion is minimal.,2020-08-31 22:51:36+00:00,0,0,,,all lanes are open on us 90b west past macarthur avenue. congestion is minimal.,['macarthur avenue'],[],[],[],
891,iamAJGutierrez,"I miss my JET LIFE already! We flying the first class Up in the sky Poppin' champagne Livin' my life In the fast lane And I won't change For the glamorous, oh the flossy flossy The glamorous, The… https://www.instagram.com/p/CEipQ5FHu-r/?igshid=mobflyqecza6",2020-08-31 05:07:12+00:00,0,0,,,"i miss my jet life already! we flying the first class up in the sky poppin' champagne livin' my life in the fast lane and i won't change for the glamorous, oh the flossy flossy the glamorous, the… https://www.instagram.com/p/ceipq5fhu-r/?igshid=mobflyqecza6",['fast lane'],[],[],[],0
620,Mojo1130,Yep I need all weather scary MFs to clear path. Me n #RedBih ain’t playin. We coming down I-10 bobbing n weaving they traffic rain sleet snow wind even if cats n dogs dropping out da sky… https://www.instagram.com/p/CEZoef-n5Sy/?igshid=vx83uvtyfiqt,2020-08-27 17:05:47+00:00,0,0,,#RedBih,yep i need all weather scary mfs to clear path. me n #redbih ain’t playin. we coming down i-10 bobbing n weaving they traffic rain sleet snow wind even if cats n dogs dropping out da sky… https://www.instagram.com/p/cezoef-n5sy/?igshid=vx83uvtyfiqt,[],['i-10'],[],[],0
482,TotalTrafficHOU,Accident. left shoulder blocked in #Humble on US-69 Eastex Fwy Inbound at FM-1960 #traffic http://bit.ly/17hsIjn,2020-08-28 23:50:44+00:00,0,0,,#Humble #traffic,accident. left shoulder blocked in #humble on us-69 eastex fwy inbound at fm-1960 #traffic http://bit.ly/17hsijn,[],['us-69'],[],[],
775,charlyndria,If you are evacuating get on highway 90 or 105 instead of I-10.,2020-08-25 16:39:49+00:00,0,0,,,if you are evacuating get on highway 90 or 105 instead of i-10.,[],"['highway 90', 'i-10']",[],[],0
370,TotalTrafficHOU,"Accident. only the left lane gets by in #NorthwestSide on W Sam Houston Tollway NB at Philippine, stopped traffic back to Hwy 290 #traffic http://bit.ly/17hsIjn",2020-08-31 11:10:43+00:00,0,0,,#NorthwestSide #traffic,"accident. only the left lane gets by in #northwestside on w sam houston tollway nb at philippine, stopped traffic back to hwy 290 #traffic http://bit.ly/17hsijn",['left lane'],['hwy 290'],[],[],
319,afdincidents,Traffic Injury Pri 4F | Old Lockhart Rd / Carl Rd | ESD11 | 15:33:26 |,2020-08-31 20:49:12+00:00,0,0,,,traffic injury pri 4f | old lockhart rd / carl rd | esd11 | 15:33:26 |,"['lockhart rd', 'carl rd']",[],[],[],
660,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #HaysComalCo.SanMarcos on I-35 SB at Ctr Point Rd/Exit 200 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 00:55:44+00:00,0,0,,#HaysComalCo #ATXtraffic,disabled vehicle. right shoulder blocked in #hayscomalco.sanmarcos on i-35 sb at ctr point rd/exit 200 #atxtraffic http://bit.ly/10bgkax,['point rd'],['i-35'],['exit 200'],[],
786,TotalTrafficHOU,"Police activity in #WestSide on I-10 Katy Fwy EB at Washington, stop and go traffic back to The W Lp #traffic http://bit.ly/17hsIjn",2020-08-25 15:20:43+00:00,0,0,,#WestSide #traffic,"police activity in #westside on i-10 katy fwy eb at washington, stop and go traffic back to the w lp #traffic http://bit.ly/17hsijn",[],['i-10'],[],[],
295,Shreveport_Traf,The left lane is blocked on I-220 West at North Market Street due to an accident. Congestion is minimal at this time.,2020-08-31 21:43:35+00:00,0,1,,,the left lane is blocked on i-220 west at north market street due to an accident. congestion is minimal at this time.,"['left lane', 'market street']",['i-220'],[],[],
261,WadeADavis1,"Did you know that texting for five seconds while driving at 55 mph is equivalent to driving the length of a football field with your eyes closed, according to the National Highway Traffic Safety Administration? Learn more about safe driving here.",2020-08-31 23:15:00+00:00,0,0,,,"did you know that texting for five seconds while driving at 55 mph is equivalent to driving the length of a football field with your eyes closed, according to the national highway traffic safety administration? learn more about safe driving here.",['national highway'],[],[],[],0
985,iTzFRANKIEMAYNE,59 N. To I-10 west ramp shut down. @TxDOTHouston,2020-08-31 21:34:34+00:00,0,1,@TxDOTHouston,,59 n. to i-10 west ramp shut down. @txdothouston,[],['i-10'],[],[],
334,TotalTrafficHOU,Accident. two right lanes blocked in #Northside on I-610 N Lp WB after 69 Eastex Fwy #traffic http://bit.ly/17hsIjn,2020-08-31 19:00:43+00:00,0,0,,#Northside #traffic,accident. two right lanes blocked in #northside on i-610 n lp wb after 69 eastex fwy #traffic http://bit.ly/17hsijn,[],['i-610'],[],[],
331,DennisM2208,I graduated high school with an Oklahoma Highway patrol. That is not saying much but we graduated 14 that year in Lone Wolf. #smalltown,2020-08-31 19:55:21+00:00,0,1,,#smalltown,i graduated high school with an oklahoma highway patrol. that is not saying much but we graduated 14 that year in lone wolf. #smalltown,['oklahoma highway'],[],[],[],0
524,TotalTrafficBTR,"Accident, left lane blocked in #EastBatonRougeParish on I 10 EB at Perkins Rd/Exit 157A #traffic http://bit.ly/12oyfoo",2020-08-28 20:35:43+00:00,0,0,,#EastBatonRougeParish #traffic,"accident, left lane blocked in #eastbatonrougeparish on i 10 eb at perkins rd/exit 157a #traffic http://bit.ly/12oyfoo",['perkins rd'],[],[],[],
968,ClayFalls,Bryan Police confirm a fatal shooting at Rabbit Lane near Stevens Drive. Suspect in custody. This is in a residential area. @KBTXNews,2020-08-25 00:22:56+00:00,0,0,@KBTXNews,,bryan police confirm a fatal shooting at rabbit lane near stevens drive. suspect in custody. this is in a residential area. @kbtxnews,"['rabbit lane', 'stevens drive']",[],[],[],0
31,NOLA_Traffic,The left lane remain closed on I-10 East at Loyola Drive due to emergency roadwork. Congestion is minimal.,2020-09-03 02:21:33+00:00,0,1,,,the left lane remain closed on i-10 east at loyola drive due to emergency roadwork. congestion is minimal.,"['left lane', 'loyola drive']",['i-10'],[],[],
839,TotalTrafficHOU,Car fire. right lane blocked in #SouthEastSide on I-45 Gulf Fwy Inbound after Monroe #traffic http://bit.ly/17hsIjn,2020-08-24 18:05:43+00:00,0,0,,#SouthEastSide #traffic,car fire. right lane blocked in #southeastside on i-45 gulf fwy inbound after monroe #traffic http://bit.ly/17hsijn,['right lane'],['i-45'],[],[],
83,Laf_Traffic,I-10 West is now open at LA 975 (Whiskey Bay). The exit ramp remains closed at this time. There is no congestion. Check http://511la.org for updates.,2020-09-01 19:27:44+00:00,0,3,,,i-10 west is now open at la 975 (whiskey bay). the exit ramp remains closed at this time. there is no congestion. check http://511la.org for updates.,[],['i-10'],[],[],
194,_SNX,Is 6th street closed down due to COVID-19? #ATX,2020-08-27 21:57:05+00:00,0,0,,#ATX,is 6th street closed down due to covid-19? #atx,['6th street'],[],[],[],0
734,TotalTrafficAUS,"Earlier vehicle fire has bee cleared in #Williamson on I 35 SB between FM 1431/Chandler Rd/Exit 256 and FM 3406/Old Settlers Blvd, slow traffic back to FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 03:30:43+00:00,0,1,,#Williamson #ATXtraffic,"earlier vehicle fire has bee cleared in #williamson on i 35 sb between fm 1431/chandler rd/exit 256 and fm 3406/old settlers blvd, slow traffic back to fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax","['chandler rd', 'settlers blvd', 'chandler rd']",[],"['exit 256', 'exit 256']",[],
818,TotalTrafficHOU,"Disabled vehicle cleared in #Downtown on I-45 Outbound before 69, stop and go traffic back to I-10 #traffic http://bit.ly/17hsIjn",2020-08-24 22:00:43+00:00,0,1,,#Downtown #traffic,"disabled vehicle cleared in #downtown on i-45 outbound before 69, stop and go traffic back to i-10 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],
645,MichelleKHOU,"Update: Wow. What a DIFFERENCE a few pieces of heavy duty equipment, a hardworking @TxDOT crew, &amp; an hour of time can make! They haven’t cleared all the rocks littering Highway 87 on High Island/Bolivar Peninsula just yet, but they’ve put a GOOD dent in it! #KHOU11 #HTownRush – at High Island Beach",2020-08-27 11:51:38+00:00,26,118,@TxDOT,#KHOU11 #HTownRush,"update: wow. what a difference a few pieces of heavy duty equipment, a hardworking @txdot crew, &amp; an hour of time can make! they haven’t cleared all the rocks littering highway 87 on high island/bolivar peninsula just yet, but they’ve put a good dent in it! #khou11 #htownrush – at high island beach",[],['highway 87'],[],[],
81,SteveWAFB,TRAFFIC ALERT I-10 W is back OPEN headed toward Lafayette. The interstate has reopened after being closed most of the day due to a tanker accident on the Basin Bridge. More traffic &gt;&gt; http://wafb.com/traffic,2020-09-01 19:41:31+00:00,1,0,,,traffic alert i-10 w is back open headed toward lafayette. the interstate has reopened after being closed most of the day due to a tanker accident on the basin bridge. more traffic &gt;&gt; http://wafb.com/traffic,[],['i-10'],[],[],
800,TotalTrafficHOU,Accident blocks 3 right lanes in #Montgomery on I-45 Outbound at TX-105/Exit 87 #traffic http://bit.ly/17hsIjn,2020-08-25 11:35:43+00:00,0,0,,#Montgomery #traffic,accident blocks 3 right lanes in #montgomery on i-45 outbound at tx-105/exit 87 #traffic http://bit.ly/17hsijn,[],['i-45'],['exit 87'],[],
716,TotalTrafficHOU,"Lanes reopened. earlier response to sb accident at spring cypress in #NorthSide on I-45 N Fwy NB between Cypresswood and Louetta, stop and go traffic back to Paramatta/Hollow Tree Ln #traffic http://bit.ly/17hsIjn",2020-08-26 16:25:43+00:00,0,0,,#NorthSide #traffic,"lanes reopened. earlier response to sb accident at spring cypress in #northside on i-45 n fwy nb between cypresswood and louetta, stop and go traffic back to paramatta/hollow tree ln #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],
5,NBC6News,ROAD CLOSURE: The lane will be closed near Hamilton Road for a period of seven to ten days while bore work for a new 42-inch water transmission line is completed.,2020-09-03 20:34:00+00:00,0,1,,,road closure: the lane will be closed near hamilton road for a period of seven to ten days while bore work for a new 42-inch water transmission line is completed.,['hamilton road'],[],[],[],
965,gaylendelatte11,2237 Benedetto lane come with it,2020-08-25 01:32:01+00:00,1,4,,,2237 benedetto lane come with it,['benedetto lane'],[],[],[],0
182,jbrimmage,"We @FUMCLufkin are collecting water today &amp; tomorrow until 10am - to deliver to Milam, TX (Liberty Springs UMC). Drop off at 805 E Denman Ave in Lufkin. Hurricane Laura knocked utilities there. #LoveGodLoveNeighbor – at First United Methodist",2020-08-28 17:35:09+00:00,0,3,@FUMCLufkin,#LoveGodLoveNeighbor,"we @fumclufkin are collecting water today &amp; tomorrow until 10am - to deliver to milam, tx (liberty springs umc). drop off at 805 e denman ave in lufkin. hurricane laura knocked utilities there. #lovegodloveneighbor – at first united methodist",['denman ave'],[],[],[],0
795,TotalTrafficAUS,"Accident in #Manor on 290 WB at FM 973, stop and go traffic back to Old Kimbro Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:00:43+00:00,0,1,,#Manor #ATXtraffic,"accident in #manor on 290 wb at fm 973, stop and go traffic back to old kimbro rd #atxtraffic http://bit.ly/10bgkax",['kimbro rd'],[],[],[],
218,TotalTrafficHOU,All lanes closed in #Orange on I-10 EB between FM-1442/Exit 869 and FM-1136/Exit 870 #traffic http://bit.ly/17hsIjn,2020-08-27 10:25:43+00:00,0,1,,#Orange #traffic,all lanes closed in #orange on i-10 eb between fm-1442/exit 869 and fm-1136/exit 870 #traffic http://bit.ly/17hsijn,[],['i-10'],"['exit 869', 'exit 870']",[],
