,Unnamed: 0,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers,road_closed
817,11146,TotalTrafficHOU,"Lanes reopened. earlier response to sb accident at spring cypress in #NorthSide on I-45 N Fwy NB between Cypresswood and Louetta, stop and go traffic back to Paramatta/Hollow Tree Ln #traffic http://bit.ly/17hsIjn",2020-08-26 16:25:43+00:00,0,0,,#NorthSide #traffic,"lanes reopened. earlier response to sb accident at spring cypress in #northside on i-45 n fwy nb between cypresswood and louetta, stop and go traffic back to paramatta/hollow tree ln #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
818,11148,TotalTrafficHOU,"Accident. three left lanes blocked in #NorthSide on I-45 N Fwy Inbound at Spg Cypress, stop and go traffic back to The Hardy Tollroad #traffic http://bit.ly/17hsIjn",2020-08-26 16:00:43+00:00,0,0,,#NorthSide #traffic,"accident. three left lanes blocked in #northside on i-45 n fwy inbound at spg cypress, stop and go traffic back to the hardy tollroad #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
819,11151,TotalTrafficHOU,"Accident. three left lanes blocked in #NorthSide on I-45 N Freewayt Inbound at Spg Cypress, stop and go traffic back to The Hardy Tollroad #traffic http://bit.ly/17hsIjn",2020-08-26 15:50:43+00:00,0,0,,#NorthSide #traffic,"accident. three left lanes blocked in #northside on i-45 n freewayt inbound at spg cypress, stop and go traffic back to the hardy tollroad #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
820,11154,TotalTrafficHOU,"Accident, right lane blocked in #NorthSide on N Sam Houston Tollway WB at Veterans Memorial Toll Plz #traffic http://bit.ly/17hsIjn",2020-08-26 15:40:43+00:00,0,0,,#NorthSide #traffic,"accident, right lane blocked in #northside on n sam houston tollway wb at veterans memorial toll plz #traffic http://bit.ly/17hsijn",['right lane'],[],[],[],1.0
821,11157,TotalTrafficHOU,Emergency response to accident in diamond lanes. hazmat spill. three left lanes blocked in #NorthSide on I-45 N Fwy SB at Spg Cypress #traffic http://bit.ly/17hsIjn,2020-08-26 15:25:44+00:00,0,0,,#NorthSide #traffic,emergency response to accident in diamond lanes. hazmat spill. three left lanes blocked in #northside on i-45 n fwy sb at spg cypress #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1.0
822,11159,TotalTrafficHOU,"Accident in diamond lanes. two left lanes blocked in #NorthSide on I-45 N Fwy Inbound at Spg Cypress, stop and go traffic back to FM 2920 #traffic http://bit.ly/17hsIjn",2020-08-26 15:25:43+00:00,0,0,,#NorthSide #traffic,"accident in diamond lanes. two left lanes blocked in #northside on i-45 n fwy inbound at spg cypress, stop and go traffic back to fm 2920 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
823,11162,TotalTrafficHOU,"Accident in the diamond lanes. two left lanes blocked in #NorthSide on I-45 N Fwy Inbound at Spg Cypress, stop and go traffic back to FM 2920 #traffic http://bit.ly/17hsIjn",2020-08-26 15:00:43+00:00,0,0,,#NorthSide #traffic,"accident in the diamond lanes. two left lanes blocked in #northside on i-45 n fwy inbound at spg cypress, stop and go traffic back to fm 2920 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
824,11165,onevisionary,"I’m in the @La_DOTD traffic management center, I’m seeing no back or congestion on I-10 across Louisiana. – at State Government Transportation &amp; Development Department",2020-08-26 14:51:47+00:00,32,117,@La_DOTD,,"i’m in the @la_dotd traffic management center, i’m seeing no back or congestion on i-10 across louisiana. – at state government transportation &amp; development department",[],['i-10'],[],[],1.0
827,11176,TotalTrafficAUS,"Accident cleared in #Austin on TX-71 WB at Burleson Rd, stop and go traffic back to Montopolis Dr #ATXtraffic http://bit.ly/10BGKax",2020-08-26 12:55:43+00:00,0,0,,#Austin #ATXtraffic,"accident cleared in #austin on tx-71 wb at burleson rd, stop and go traffic back to montopolis dr #atxtraffic http://bit.ly/10bgkax",['burleson rd'],[],[],[],1.0
828,11177,TotalTrafficHOU,"Disabled vehicle moved to right shoulder in #NorthSide on I-45 SB at Cavalcade, stop and go traffic back to The 610 N Lp #traffic http://bit.ly/17hsIjn",2020-08-26 12:40:43+00:00,0,0,,#NorthSide #traffic,"disabled vehicle moved to right shoulder in #northside on i-45 sb at cavalcade, stop and go traffic back to the 610 n lp #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
830,11179,TotalTrafficAUS,"Accident blocks two left lanes in #Austin on TX-71 WB at Burleson Rd, stop and go traffic back to Montopolis Dr #ATXtraffic http://bit.ly/10BGKax",2020-08-26 12:20:44+00:00,0,0,,#Austin #ATXtraffic,"accident blocks two left lanes in #austin on tx-71 wb at burleson rd, stop and go traffic back to montopolis dr #atxtraffic http://bit.ly/10bgkax",['burleson rd'],[],[],[],1.0
831,11180,TotalTrafficHOU,"Disabled vehicle, center lane blocked in #NorthSide on I-45 SB at Cavalcade, stop and go traffic back to The 610 N Lp #traffic http://bit.ly/17hsIjn",2020-08-26 12:20:43+00:00,0,1,,#NorthSide #traffic,"disabled vehicle, center lane blocked in #northside on i-45 sb at cavalcade, stop and go traffic back to the 610 n lp #traffic http://bit.ly/17hsijn",['center lane'],['i-45'],[],[],1.0
832,11184,TotalTrafficAUS,"Accident, left lane blocked in #Austin on TX-71 WB at Burleson Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-26 11:45:43+00:00,0,1,,#Austin #ATXtraffic,"accident, left lane blocked in #austin on tx-71 wb at burleson rd #atxtraffic http://bit.ly/10bgkax",['burleson rd'],[],[],[],1.0
833,11196,TotalTrafficAUS,"Accident, left lane blocked in #Travis on US 183 SB at FM 1625 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 05:05:43+00:00,0,0,,#Travis #ATXtraffic,"accident, left lane blocked in #travis on us 183 sb at fm 1625 #atxtraffic http://bit.ly/10bgkax",[],['us 183'],[],[],1.0
835,11200,TotalTrafficAUS,"Disabled vehicle, shoulder blocked in #Travis on I-35 Frontage NB at E Oltorf St #ATXtraffic http://bit.ly/10BGKax",2020-08-26 04:25:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, shoulder blocked in #travis on i-35 frontage nb at e oltorf st #atxtraffic http://bit.ly/10bgkax",['oltorf st'],['i-35'],[],[],1.0
837,11205,TotalTrafficAUS,"Earlier vehicle fire has bee cleared in #Williamson on I 35 SB between FM 1431/Chandler Rd/Exit 256 and FM 3406/Old Settlers Blvd, slow traffic back to FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 03:30:43+00:00,0,1,,#Williamson #ATXtraffic,"earlier vehicle fire has bee cleared in #williamson on i 35 sb between fm 1431/chandler rd/exit 256 and fm 3406/old settlers blvd, slow traffic back to fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax","['chandler rd', 'settlers blvd', 'chandler rd']",[],"['exit 256', 'exit 256']",[],1.0
839,11209,TotalTrafficAUS,"Vehicle fire. only the right shoulder gets through in #Williamson on I 35 SB between FM 1431/Chandler Rd/Exit 256 and FM 3406/Old Settlers Blvd, stop and go traffic back to FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 03:05:43+00:00,0,0,,#Williamson #ATXtraffic,"vehicle fire. only the right shoulder gets through in #williamson on i 35 sb between fm 1431/chandler rd/exit 256 and fm 3406/old settlers blvd, stop and go traffic back to fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax","['chandler rd', 'settlers blvd', 'chandler rd']",[],"['exit 256', 'exit 256']",[],1.0
840,11215,TotalTrafficAUS,"Accident cleared in #Williamson on I 35 NB at 620/Exit 252, slow traffic back to Hesters Crossing/Bus 35 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 01:55:44+00:00,0,1,,#Williamson #ATXtraffic,"accident cleared in #williamson on i 35 nb at 620/exit 252, slow traffic back to hesters crossing/bus 35 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 252'],[],1.0
841,11219,TotalTrafficAUS,"Vehicle fire. only the right shoulder gets through in #Williamson on I 35 SB between FM 1431/Chandler Rd/Exit 256 and FM 3406/Old Settlers Blvd, stopped traffic back to Westinghouse Rd/Exit 257 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 01:35:43+00:00,0,0,,#Williamson #ATXtraffic,"vehicle fire. only the right shoulder gets through in #williamson on i 35 sb between fm 1431/chandler rd/exit 256 and fm 3406/old settlers blvd, stopped traffic back to westinghouse rd/exit 257 #atxtraffic http://bit.ly/10bgkax","['chandler rd', 'settlers blvd', 'westinghouse rd']",[],"['exit 256', 'exit 257']",[],1.0
842,11220,TotalTrafficAUS,"Accident reported in #Williamson on I 35 NB at 620/Exit 252, stopped traffic back to Hesters Crossing/Bus 35 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 01:35:43+00:00,0,0,,#Williamson #ATXtraffic,"accident reported in #williamson on i 35 nb at 620/exit 252, stopped traffic back to hesters crossing/bus 35 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 252'],[],1.0
843,11224,TotalTrafficHOU,"Disabled vehicle cleared in #WestSide on I-10 Katy Fwy Outbound approaching Hwy 6, stop and go traffic back to Dairy Ashford #traffic http://bit.ly/17hsIjn",2020-08-26 01:15:43+00:00,0,0,,#WestSide #traffic,"disabled vehicle cleared in #westside on i-10 katy fwy outbound approaching hwy 6, stop and go traffic back to dairy ashford #traffic http://bit.ly/17hsijn",[],"['i-10', 'hwy 6']",[],[],1.0
844,11225,TotalTrafficHOU,"Accident cleared in #Katy on I-10 Outbound before Pederson Rd/Exit 737, stop and go traffic back to Pin Oak Rd. #traffic http://bit.ly/17hsIjn",2020-08-26 01:15:43+00:00,0,0,,#Katy #traffic,"accident cleared in #katy on i-10 outbound before pederson rd/exit 737, stop and go traffic back to pin oak rd. #traffic http://bit.ly/17hsijn","['pederson rd', 'oak rd']",['i-10'],['exit 737'],[],1.0
845,11227,TotalTrafficAUS,"Accident, right lane blocked in #Travis on Mopac SB at Enfield Rd, slow traffic back to Windsor Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-26 00:30:44+00:00,0,0,,#Travis #ATXtraffic,"accident, right lane blocked in #travis on mopac sb at enfield rd, slow traffic back to windsor rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'enfield rd', 'windsor rd']",[],[],[],1.0
847,11232,TotalTrafficAUS,"Accident cleared in #Austin on Mopac Frontage Rd NB at Parmer Ln, slow traffic back to Duval Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-26 00:00:43+00:00,0,0,,#Austin #ATXtraffic,"accident cleared in #austin on mopac frontage rd nb at parmer ln, slow traffic back to duval rd #atxtraffic http://bit.ly/10bgkax","['frontage rd', 'duval rd']",[],[],[],1.0
848,11242,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Austin on I 35 SB at Yager Ln, slow traffic back to Parmer Ln/Exit 245 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 23:15:43+00:00,0,0,,#Austin #ATXtraffic,"disabled vehicle. right shoulder blocked in #austin on i 35 sb at yager ln, slow traffic back to parmer ln/exit 245 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 245'],[],1.0
849,11246,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Williamson on I 35 SB at FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax,2020-08-25 23:05:43+00:00,0,0,,#Williamson #ATXtraffic,disabled vehicle. right shoulder blocked in #williamson on i 35 sb at fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax,['chandler rd'],[],['exit 256'],[],1.0
850,11247,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Travis on I 35 NB at Wells Branch Pkwy/FM 1825, slow traffic back to Howard Ln/Exit 246 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 23:00:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle. right shoulder blocked in #travis on i 35 nb at wells branch pkwy/fm 1825, slow traffic back to howard ln/exit 246 #atxtraffic http://bit.ly/10bgkax",['branch pkwy'],[],['exit 246'],[],1.0
851,11251,TotalTrafficAUS,"Accident cleared in #Austin on US 183 SB at Oak Knoll Dr, slow traffic back to Mcneil Dr/Spicewood Springs Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:45:43+00:00,0,0,,#Austin #ATXtraffic,"accident cleared in #austin on us 183 sb at oak knoll dr, slow traffic back to mcneil dr/spicewood springs rd #atxtraffic http://bit.ly/10bgkax",['springs rd'],['us 183'],[],[],1.0
852,11254,TotalTrafficAUS,"Accident, right lane blocked in #Austin on Mopac Frontage Rd NB at Parmer Ln, stop and go traffic back to Duval Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:40:43+00:00,0,0,,#Austin #ATXtraffic,"accident, right lane blocked in #austin on mopac frontage rd nb at parmer ln, stop and go traffic back to duval rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'frontage rd', 'duval rd']",[],[],[],1.0
853,11260,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Williamson on I 35 NB at 620/Exit 252, slow traffic back to Hesters Crossing/Bus 35 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:05:44+00:00,0,0,,#Williamson #ATXtraffic,"disabled vehicle. right shoulder blocked in #williamson on i 35 nb at 620/exit 252, slow traffic back to hesters crossing/bus 35 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 252'],[],1.0
854,11262,TotalTrafficAUS,"Accident. right shoulder blocked, right lane partially blocked in #Austin on US 183 SB at Oak Knoll Dr, slow traffic back to Mcneil Dr/Spicewood Springs Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:05:43+00:00,0,0,,#Austin #ATXtraffic,"accident. right shoulder blocked, right lane partially blocked in #austin on us 183 sb at oak knoll dr, slow traffic back to mcneil dr/spicewood springs rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'springs rd']",['us 183'],[],[],1.0
855,11264,TotalTrafficAUS,"Accident cleared in #Travis on I 35 SB at US-290/Exit 238, stop and go traffic back to Hwy 183/Anderson Ln #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:05:43+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i 35 sb at us-290/exit 238, stop and go traffic back to hwy 183/anderson ln #atxtraffic http://bit.ly/10bgkax",[],"['us-290', 'hwy 183']",['exit 238'],[],1.0
856,11270,TotalTrafficAUS,"Accident, right lane blocked in #Travis on I 35 SB at US-290/Exit 238, stopped traffic back to Hwy 183/Anderson Ln #ATXtraffic http://bit.ly/10BGKax",2020-08-25 21:35:43+00:00,0,0,,#Travis #ATXtraffic,"accident, right lane blocked in #travis on i 35 sb at us-290/exit 238, stopped traffic back to hwy 183/anderson ln #atxtraffic http://bit.ly/10bgkax",['right lane'],"['us-290', 'hwy 183']",['exit 238'],[],1.0
857,11273,TotalTrafficAUS,"Accident, right lane blocked in #Travis on I 35 SB at 51st St/Cameron Rd/Exit 237, stopped traffic back to US-290/Exit 238 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 21:15:43+00:00,0,0,,#Travis #ATXtraffic,"accident, right lane blocked in #travis on i 35 sb at 51st st/cameron rd/exit 237, stopped traffic back to us-290/exit 238 #atxtraffic http://bit.ly/10bgkax","['right lane', '51st st', 'cameron rd']",['us-290'],"['exit 237', 'exit 238']",[],1.0
859,11281,TotalTrafficAUS,"Disabled vehicle, three lanes blocked in #Travis on Ben White Blvd WB at US-290/TX-71/TX-360-LOOP/S Lamar Blvd, stop and go traffic back to FM-2304/Manchaca Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 20:20:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, three lanes blocked in #travis on ben white blvd wb at us-290/tx-71/tx-360-loop/s lamar blvd, stop and go traffic back to fm-2304/manchaca rd #atxtraffic http://bit.ly/10bgkax","['white blvd', 'lamar blvd', 'manchaca rd']",['us-290'],[],[],1.0
860,11284,TotalTrafficAUS,"Accident. right shoulder blocked in #Austin on I-35 NB at Woodland Ave, slow traffic back to Oltorf St/Exit 232 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 20:15:43+00:00,0,1,,#Austin #ATXtraffic,"accident. right shoulder blocked in #austin on i-35 nb at woodland ave, slow traffic back to oltorf st/exit 232 #atxtraffic http://bit.ly/10bgkax","['woodland ave', 'oltorf st']",['i-35'],['exit 232'],[],1.0
861,11287,TotalTrafficAUS,"Accident affecting exit ramp in #Austin on I-35 NB at Woodland Ave, slow traffic back to Oltorf St/Exit 232 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 19:55:43+00:00,0,0,,#Austin #ATXtraffic,"accident affecting exit ramp in #austin on i-35 nb at woodland ave, slow traffic back to oltorf st/exit 232 #atxtraffic http://bit.ly/10bgkax","['woodland ave', 'oltorf st']",['i-35'],['exit 232'],[],1.0
862,11288,TotalTrafficHOU,Accident. two left lanes blocked in #Downtown on US-69 Eastex Fwy Inbound at I-45 #traffic http://bit.ly/17hsIjn,2020-08-25 19:55:43+00:00,0,0,,#Downtown #traffic,accident. two left lanes blocked in #downtown on us-69 eastex fwy inbound at i-45 #traffic http://bit.ly/17hsijn,[],"['us-69', 'i-45']",[],[],1.0
863,11296,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on US 183 SB at Mopac #ATXtraffic http://bit.ly/10BGKax,2020-08-25 19:25:44+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on us 183 sb at mopac #atxtraffic http://bit.ly/10bgkax,[],['us 183'],[],[],1.0
864,11299,TotalTrafficHOU,Car fire. three left lanes blocked in #SeSide on I-45 Gulf Fwy Inbound before Scarsdale #traffic http://bit.ly/17hsIjn,2020-08-25 19:15:43+00:00,0,0,,#SeSide #traffic,car fire. three left lanes blocked in #seside on i-45 gulf fwy inbound before scarsdale #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1.0
865,11302,TotalTrafficHOU,Car fire. two left lanes blocked in #SeSide on I-45 Gulf Fwy Inbound before Scarsdale #traffic http://bit.ly/17hsIjn,2020-08-25 19:00:44+00:00,0,0,,#SeSide #traffic,car fire. two left lanes blocked in #seside on i-45 gulf fwy inbound before scarsdale #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1.0
866,11304,TotalTrafficHOU,Accident. two left lanes blocked in #LeagueCity on I-45 Gulf Fwy Outbound after Calder #traffic http://bit.ly/17hsIjn,2020-08-25 19:00:43+00:00,0,0,,#LeagueCity #traffic,accident. two left lanes blocked in #leaguecity on i-45 gulf fwy outbound after calder #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1.0
867,11308,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Kyle on I-35 NB at Yarrington Rd/Exit 210 #ATXtraffic http://bit.ly/10BGKax,2020-08-25 18:40:44+00:00,0,0,,#Kyle #ATXtraffic,disabled vehicle. right shoulder blocked in #kyle on i-35 nb at yarrington rd/exit 210 #atxtraffic http://bit.ly/10bgkax,['yarrington rd'],['i-35'],['exit 210'],[],1.0
868,11309,TotalTrafficAUS,"Disabled vehicle, right lane blocked in #Travis on Mopac NB at Westover Rd/Northwood Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 18:40:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, right lane blocked in #travis on mopac nb at westover rd/northwood rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'westover rd', 'northwood rd']",[],[],[],1.0
869,11310,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on Mopac NB at Westover Rd/Northwood Rd #ATXtraffic http://bit.ly/10BGKax,2020-08-25 18:35:44+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on mopac nb at westover rd/northwood rd #atxtraffic http://bit.ly/10bgkax,"['westover rd', 'northwood rd']",[],[],[],1.0
870,11313,TotalTrafficAUS,Traffic signal restored and cycling normally. in #Manchaca on FM 1626 at Bliss Spillar Rd #ATXtraffic http://bit.ly/10BGKax,2020-08-25 18:25:43+00:00,0,1,,#Manchaca #ATXtraffic,traffic signal restored and cycling normally. in #manchaca on fm 1626 at bliss spillar rd #atxtraffic http://bit.ly/10bgkax,['spillar rd'],[],[],[],1.0
872,11315,TotalTrafficHOU,Accident. right lane blocked in #EastSide on I-10 Baytown E Fwy WB before Mercury #traffic http://bit.ly/17hsIjn,2020-08-25 18:15:43+00:00,0,0,,#EastSide #traffic,accident. right lane blocked in #eastside on i-10 baytown e fwy wb before mercury #traffic http://bit.ly/17hsijn,['right lane'],['i-10'],[],[],1.0
873,11317,TotalTrafficHOU,"Disabled vehicle, center lane blocked in #Downtown on I-45 Gulf Fwy Inbound at Dallas St #traffic http://bit.ly/17hsIjn",2020-08-25 18:15:43+00:00,0,0,,#Downtown #traffic,"disabled vehicle, center lane blocked in #downtown on i-45 gulf fwy inbound at dallas st #traffic http://bit.ly/17hsijn","['center lane', 'dallas st']",['i-45'],[],[],1.0
874,11320,TotalTrafficBTR,"Disabled vehicle, left lane blocked in #EastBatonRouge on I 10 EB at I-110/BR Airport/Exit 155B #traffic http://bit.ly/12oyfoo",2020-08-25 17:50:43+00:00,0,0,,#EastBatonRouge #traffic,"disabled vehicle, left lane blocked in #eastbatonrouge on i 10 eb at i-110/br airport/exit 155b #traffic http://bit.ly/12oyfoo",[],['i-110'],[],[],1.0
875,11322,TotalTrafficHOU,"Accident, right lane blocked in #Downtown on I-45 SB at 69, stop and go traffic back to Dallas St #traffic http://bit.ly/17hsIjn",2020-08-25 17:45:43+00:00,0,0,,#Downtown #traffic,"accident, right lane blocked in #downtown on i-45 sb at 69, stop and go traffic back to dallas st #traffic http://bit.ly/17hsijn","['right lane', 'dallas st']",['i-45'],[],[],1.0
876,11324,TotalTrafficAUS,"Traffic lights working incorrectly, caution in #Manchaca on FM 1626 at Bliss Spillar Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 17:40:43+00:00,0,1,,#Manchaca #ATXtraffic,"traffic lights working incorrectly, caution in #manchaca on fm 1626 at bliss spillar rd #atxtraffic http://bit.ly/10bgkax",['spillar rd'],[],[],[],1.0
877,11328,TotalTrafficHOU,"Accident, right lane blocked in #WestSide on W Sam Houston Tollway NB at Westheimer #traffic http://bit.ly/17hsIjn",2020-08-25 16:40:43+00:00,0,0,,#WestSide #traffic,"accident, right lane blocked in #westside on w sam houston tollway nb at westheimer #traffic http://bit.ly/17hsijn",['right lane'],[],[],[],1.0
879,11332,TotalTrafficHOU,"Accident cleared in #SouthEastSide on I-45 Gulf Fwy NB at 610 S Lp, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 16:35:43+00:00,0,0,,#SouthEastSide #traffic,"accident cleared in #southeastside on i-45 gulf fwy nb at 610 s lp, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
881,11335,TotalTrafficHOU,"Accident involving a cement mixer. two right lanes blocked in #LeagueCity on I-45 Gulf Fwy Inbound after FM 518, stopped traffic back to FM 517 #traffic http://bit.ly/17hsIjn",2020-08-25 16:25:44+00:00,0,0,,#LeagueCity #traffic,"accident involving a cement mixer. two right lanes blocked in #leaguecity on i-45 gulf fwy inbound after fm 518, stopped traffic back to fm 517 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
882,11337,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthEastSide on I-45 Gulf Fwy NB at 610 S Lp, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 16:25:43+00:00,0,0,,#SouthEastSide #traffic,"accident. two left lanes blocked in #southeastside on i-45 gulf fwy nb at 610 s lp, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
883,11339,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthEastSide on I-45 NB at 610 S Lp, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 16:20:43+00:00,0,0,,#SouthEastSide #traffic,"accident. two left lanes blocked in #southeastside on i-45 nb at 610 s lp, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
884,11341,TotalTrafficHOU,"Accident involving a cement mixer. two right lanes blocked in #LeagueCity on I-45 Inbound after FM 518, stopped traffic back to FM 517 #traffic http://bit.ly/17hsIjn",2020-08-25 16:15:44+00:00,0,0,,#LeagueCity #traffic,"accident involving a cement mixer. two right lanes blocked in #leaguecity on i-45 inbound after fm 518, stopped traffic back to fm 517 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
885,11344,TotalTrafficHOU,"Accident involving a cement mixer. two right lanes blocked in #LeagueCity on I-45 Gulf Fwy Inbound after FM 518, stopped traffic back to FM 646 #traffic http://bit.ly/17hsIjn",2020-08-25 16:05:43+00:00,0,0,,#LeagueCity #traffic,"accident involving a cement mixer. two right lanes blocked in #leaguecity on i-45 gulf fwy inbound after fm 518, stopped traffic back to fm 646 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
886,11346,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthSide on 610 WB after Almeda / FM 521, stop and go traffic back to Hwy 288 #traffic http://bit.ly/17hsIjn",2020-08-25 15:50:43+00:00,0,0,,#SouthSide #traffic,"accident. two left lanes blocked in #southside on 610 wb after almeda / fm 521, stop and go traffic back to hwy 288 #traffic http://bit.ly/17hsijn",[],['hwy 288'],[],[],1.0
887,11349,TotalTrafficHOU,"Vehicle fire. two right lanes blocked in #SugarLand on I-69 SW Fwy Outbound at University Blvd/ New Territory, stop and go traffic back to Sweetwater / First Colony Blvd. #traffic http://bit.ly/17hsIjn",2020-08-25 15:35:44+00:00,0,0,,#SugarLand #traffic,"vehicle fire. two right lanes blocked in #sugarland on i-69 sw fwy outbound at university blvd/ new territory, stop and go traffic back to sweetwater / first colony blvd. #traffic http://bit.ly/17hsijn",['colony blvd'],['i-69'],[],[],1.0
889,11352,TotalTrafficHOU,"Police activity in #WestSide on I-10 Katy Fwy EB at Washington, stop and go traffic back to The W Lp #traffic http://bit.ly/17hsIjn",2020-08-25 15:20:43+00:00,0,0,,#WestSide #traffic,"police activity in #westside on i-10 katy fwy eb at washington, stop and go traffic back to the w lp #traffic http://bit.ly/17hsijn",[],['i-10'],[],[],1.0
890,11353,TotalTrafficHOU,"Accident cleared in #WestSide on I-10 Katy Fwy Inbound at The W Sam Houston Tollway, stop and go traffic back to Wilcrest #traffic http://bit.ly/17hsIjn",2020-08-25 15:20:43+00:00,0,0,,#WestSide #traffic,"accident cleared in #westside on i-10 katy fwy inbound at the w sam houston tollway, stop and go traffic back to wilcrest #traffic http://bit.ly/17hsijn",[],['i-10'],[],[],1.0
891,11354,TotalTrafficHOU,"Accident, left lane blocked in #WestSide on I-10 Katy Fwy Inbound at The W Sam Houston Tollway, stop and go traffic back to Wilcrest #traffic http://bit.ly/17hsIjn",2020-08-25 15:05:43+00:00,0,0,,#WestSide #traffic,"accident, left lane blocked in #westside on i-10 katy fwy inbound at the w sam houston tollway, stop and go traffic back to wilcrest #traffic http://bit.ly/17hsijn",[],['i-10'],[],[],1.0
892,11358,TotalTrafficHOU,"Police activity in #WestSide on I-10 EB at Washington, stop and go traffic back to The W Lp #traffic http://bit.ly/17hsIjn",2020-08-25 14:50:43+00:00,0,0,,#WestSide #traffic,"police activity in #westside on i-10 eb at washington, stop and go traffic back to the w lp #traffic http://bit.ly/17hsijn",[],['i-10'],[],[],1.0
893,11359,TotalTrafficHOU,Police activity in #WestSide on I-10 Katy Fwy EB at Washington #traffic http://bit.ly/17hsIjn,2020-08-25 14:40:43+00:00,0,0,,#WestSide #traffic,police activity in #westside on i-10 katy fwy eb at washington #traffic http://bit.ly/17hsijn,[],['i-10'],[],[],1.0
